node_id,original_index,entity_name,entity_id,entity_source,entity_type
3932,15149,Idarubicin,DB01177,DrugBank,drug
3933,15150,Propafenone,DB01182,DrugBank,drug
3934,15151,Dexfenfluramine,DB01191,DrugBank,drug
3935,15152,Oxymorphone,DB01192,DrugBank,drug
3936,15153,Acebutolol,DB01193,DrugBank,drug
3937,15154,Lomustine,DB01206,DrugBank,drug
3938,15155,Levobunolol,DB01210,DrugBank,drug
3939,15156,Metipranolol,DB01214,DrugBank,drug
3940,15157,Encainide,DB01228,DrugBank,drug
3941,15158,Bepridil,DB01244,DrugBank,drug
3942,15159,Lisdexamfetamine,DB01255,DrugBank,drug
3943,15160,Arformoterol,DB01274,DrugBank,drug
3944,15161,Bevantolol,DB01295,DrugBank,drug
3945,15162,Practolol,DB01297,DrugBank,drug
3946,15163,St. John's Wort,DB01323,DrugBank,drug
3947,15164,Yohimbine,DB01392,DrugBank,drug
3948,15165,Methotrimeprazine,DB01403,DrugBank,drug
3949,15166,Tiotropium,DB01409,DrugBank,drug
3950,15167,Antipyrine,DB01435,DrugBank,drug
3951,15168,Midomafetamine,DB01454,DrugBank,drug
3952,15169,Ethylmorphine,DB01466,DrugBank,drug
3953,15170,4-Methoxyamphetamine,DB01472,DrugBank,drug
3954,15171,Dihydrocodeine,DB01551,DrugBank,drug
3955,15172,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,DB01562,DrugBank,drug
3956,15173,Dextroamphetamine,DB01576,DrugBank,drug
3957,15174,Metamfetamine,DB01577,DrugBank,drug
3958,15175,Oxprenolol,DB01580,DrugBank,drug
3959,15176,Everolimus,DB01590,DrugBank,drug
3960,15177,Zuclopenthixol,DB01624,DrugBank,drug
3961,15178,Etoricoxib,DB01628,DrugBank,drug
3962,15179,Nicotinamide,DB02701,DrugBank,drug
3963,15180,Fusidic acid,DB02703,DrugBank,drug
3964,15181,Phenacetin,DB03783,DrugBank,drug
3965,15182,Lysergic acid diethylamide,DB04829,DrugBank,drug
3966,15183,Debrisoquine,DB04840,DrugBank,drug
3967,15184,Flunarizine,DB04841,DrugBank,drug
3968,15185,Tetrabenazine,DB04844,DrugBank,drug
3969,15186,Celiprolol,DB04846,DrugBank,drug
3970,15187,Nilotinib,DB04868,DrugBank,drug
3971,15188,Lorcaserin,DB04871,DrugBank,drug
3972,15189,Dapoxetine,DB04884,DrugBank,drug
3973,15190,Tesmilifene,DB04905,DrugBank,drug
3974,15191,Ospemifene,DB04938,DrugBank,drug
3975,15192,Lofexidine,DB04948,DrugBank,drug
3976,15193,Rotigotine,DB05271,DrugBank,drug
3977,15194,Cariprazine,DB06016,DrugBank,drug
3979,15196,Sertindole,DB06144,DrugBank,drug
3980,15197,Mianserin,DB06148,DrugBank,drug
3981,15198,Alogliptin,DB06203,DrugBank,drug
3982,15199,Tapentadol,DB06204,DrugBank,drug
3983,15200,Vernakalant,DB06217,DrugBank,drug
3984,15201,Dapagliflozin,DB06292,DrugBank,drug
3985,15202,Indisulam,DB06370,DrugBank,drug
3986,15203,Repinotan,DB06506,DrugBank,drug
3987,15204,Deramciclane,DB06512,DrugBank,drug
3988,15205,Pazopanib,DB06589,DrugBank,drug
3989,15206,Panobinostat,DB06603,DrugBank,drug
3990,15207,Tafenoquine,DB06608,DrugBank,drug
3991,15208,Esmirtazapine,DB06678,DrugBank,drug
3992,15209,Vilazodone,DB06684,DrugBank,drug
3993,15210,Mepyramine,DB06691,DrugBank,drug
3994,15211,Desvenlafaxine,DB06700,DrugBank,drug
3995,15212,Fesoterodine,DB06702,DrugBank,drug
3996,15213,Lumefantrine,DB06708,DrugBank,drug
3997,15214,Bufuralol,DB06726,DrugBank,drug
3998,15215,Sparteine,DB06727,DrugBank,drug
3999,15216,Sulfaphenazole,DB06729,DrugBank,drug
4000,15217,Enclomiphene,DB06735,DrugBank,drug
4001,15218,Phenylbutyric acid,DB06819,DrugBank,drug
4002,15219,Sulconazole,DB06820,DrugBank,drug
4003,15220,Bopindolol,DB08807,DrugBank,drug
4004,15221,Bupranolol,DB08808,DrugBank,drug
4005,15222,Levomilnacipran,DB08918,DrugBank,drug
4006,15223,Perospirone,DB08922,DrugBank,drug
4007,15224,Indenolol,DB08952,DrugBank,drug
4008,15225,Befunolol,DB09013,DrugBank,drug
4009,15226,Eliglustat,DB09039,DrugBank,drug
4010,15227,Netupitant,DB09048,DrugBank,drug
4011,15228,Naloxegol,DB09049,DrugBank,drug
4012,15229,Umeclidinium,DB09076,DrugBank,drug
4013,15230,Lenvatinib,DB09078,DrugBank,drug
4014,15231,Stiripentol,DB09118,DrugBank,drug
4015,15232,Brexpiprazole,DB09128,DrugBank,drug
4016,15233,Dosulepin,DB09167,DrugBank,drug
4017,15234,Butyrfentanyl,DB09173,DrugBank,drug
4018,15235,Dasabuvir,DB09183,DrugBank,drug
4019,15236,Melperone,DB09224,DrugBank,drug
4020,15237,Manidipine,DB09238,DrugBank,drug
4021,15238,Rolapitant,DB09291,DrugBank,drug
4022,15239,Levobetaxolol,DB09351,DrugBank,drug
4023,15240,Ixazomib,DB09570,DrugBank,drug
4024,15241,Rupatadine,DB11614,DrugBank,drug
4025,15242,Artenimol,DB11638,DrugBank,drug
4026,15243,Encorafenib,DB11718,DrugBank,drug
4027,15244,Lasmiditan,DB11732,DrugBank,drug
4028,15245,Talinolol,DB11770,DrugBank,drug
4029,15246,Anisodamine,DB11785,DrugBank,drug
4030,15247,Elagolix,DB11979,DrugBank,drug
4031,15248,Landiolol,DB12212,DrugBank,drug
4033,15250,Fedratinib,DB12500,DrugBank,drug
4034,15251,Mizolastine,DB12523,DrugBank,drug
4035,15252,Ritanserin,DB12693,DrugBank,drug
4036,15253,Bucindolol,DB12752,DrugBank,drug
4037,15254,Levosalbutamol,DB13139,DrugBank,drug
4038,15255,Rhein,DB13174,DrugBank,drug
4039,15256,Ipecac,DB13293,DrugBank,drug
4040,15257,Esatenolol,DB13443,DrugBank,drug
4041,15258,Cloranolol,DB13508,DrugBank,drug
4042,15259,Mepindolol,DB13530,DrugBank,drug
4043,15260,Dexchlorpheniramine,DB13679,DrugBank,drug
4044,15261,Epanolol,DB13757,DrugBank,drug
4045,15262,Tertatolol,DB13775,DrugBank,drug
4046,15263,Enasidenib,DB13874,DrugBank,drug
4047,15264,Black cohosh,DB13975,DrugBank,drug
4048,15265,"5-methoxy-N,N-dimethyltryptamine",DB14010,DrugBank,drug
4049,15266,Clinafloxacin,DB14025,DrugBank,drug
4050,15267,Remdesivir,DB14761,DrugBank,drug
4051,15268,Oliceridine,DB14881,DrugBank,drug
4052,15269,Upadacitinib,DB15091,DrugBank,drug
4053,15270,Lipoic acid,DB00166,DrugBank,drug
4054,15271,Mitomycin,DB00305,DrugBank,drug
4055,15272,Nilutamide,DB00665,DrugBank,drug
4056,15273,Nitrofurantoin,DB00698,DrugBank,drug
4057,15274,Benzphetamine,DB00865,DrugBank,drug
4059,15276,Amrubicin,DB06263,DrugBank,drug
4060,15277,Peginterferon alfa-2a,DB00008,DrugBank,drug
4061,15278,Interferon alfa-n1,DB00011,DrugBank,drug
4062,15279,Interferon alfa-n3,DB00018,DrugBank,drug
4063,15280,Interferon gamma-1b,DB00033,DrugBank,drug
4064,15281,"Interferon alfa-2a, Recombinant",DB00034,DrugBank,drug
4065,15282,Insulin lispro,DB00046,DrugBank,drug
4066,15283,Insulin glargine,DB00047,DrugBank,drug
4067,15284,Interferon beta-1a,DB00060,DrugBank,drug
4068,15285,Interferon beta-1b,DB00068,DrugBank,drug
4069,15286,Interferon alfacon-1,DB00069,DrugBank,drug
4070,15287,Insulin pork,DB00071,DrugBank,drug
4071,15288,Interferon alfa-2b,DB00105,DrugBank,drug
4072,15289,Moxifloxacin,DB00218,DrugBank,drug
4073,15290,Anagrelide,DB00261,DrugBank,drug
4074,15291,Ropinirole,DB00268,DrugBank,drug
4075,15292,Ropivacaine,DB00296,DrugBank,drug
4076,15293,Grepafloxacin,DB00365,DrugBank,drug
4077,15294,Tacrine,DB00382,DrugBank,drug
4078,15295,Triamterene,DB00384,DrugBank,drug
4079,15296,Griseofulvin,DB00400,DrugBank,drug
4080,15297,Secobarbital,DB00418,DrugBank,drug
4081,15298,Streptozocin,DB00428,DrugBank,drug
4082,15299,Trimethoprim,DB00440,DrugBank,drug
4083,15300,Enoxacin,DB00467,DrugBank,drug
4084,15301,Pefloxacin,DB00487,DrugBank,drug
4085,15302,Albendazole,DB00518,DrugBank,drug
4086,15303,Methoxsalen,DB00553,DrugBank,drug
4087,15304,Guanabenz,DB00629,DrugBank,drug
4088,15305,Trovafloxacin,DB00685,DrugBank,drug
4089,15306,Tizanidine,DB00697,DrugBank,drug
4090,15307,Thiabendazole,DB00730,DrugBank,drug
4091,15308,Riluzole,DB00740,DrugBank,drug
4092,15309,Malathion,DB00772,DrugBank,drug
4093,15310,Nalidixic acid,DB00779,DrugBank,drug
4094,15311,Primidone,DB00794,DrugBank,drug
4095,15312,Pentoxifylline,DB00806,DrugBank,drug
4096,15313,Rosoxacin,DB00817,DrugBank,drug
4097,15314,Cinoxacin,DB00827,DrugBank,drug
4098,15315,Dacarbazine,DB00851,DrugBank,drug
4099,15316,Famotidine,DB00927,DrugBank,drug
4100,15317,Alosetron,DB00969,DrugBank,drug
4101,15318,Lomefloxacin,DB00978,DrugBank,drug
4102,15319,Ramelteon,DB00980,DrugBank,drug
4103,15320,Frovatriptan,DB00998,DrugBank,drug
4104,15321,Levobupivacaine,DB01002,DrugBank,drug
4105,15322,Norfloxacin,DB01059,DrugBank,drug
4106,15323,Hesperetin,DB01094,DrugBank,drug
4107,15324,Leflunomide,DB01097,DrugBank,drug
4108,15325,Gemifloxacin,DB01155,DrugBank,drug
4109,15326,Ofloxacin,DB01165,DrugBank,drug
4110,15327,Sparfloxacin,DB01208,DrugBank,drug
4111,15328,Aminophylline,DB01223,DrugBank,drug
4112,15329,Lumiracoxib,DB01283,DrugBank,drug
4113,15330,Oxtriphylline,DB01303,DrugBank,drug
4114,15331,Insulin aspart,DB01306,DrugBank,drug
4115,15332,Insulin glulisine,DB01309,DrugBank,drug
4116,15333,Rasagiline,DB01367,DrugBank,drug
4117,15334,Temafloxacin,DB01405,DrugBank,drug
4118,15335,Theobromine,DB01412,DrugBank,drug
4119,15336,Fenethylline,DB01482,DrugBank,drug
4120,15337,Bromazepam,DB01558,DrugBank,drug
4121,15338,Deferasirox,DB01609,DrugBank,drug
4122,15339,8-azaguanine,DB01667,DrugBank,drug
4123,15340,Xanthine,DB02134,DrugBank,drug
4124,15341,9-Methylguanine,DB02489,DrugBank,drug
4125,15342,Hypoxanthine,DB04076,DrugBank,drug
4126,15343,9-Deazaguanine,DB04356,DrugBank,drug
4127,15344,Belinostat,DB05015,DrugBank,drug
4128,15345,NN344,DB05115,DrugBank,drug
4129,15346,Interferon alfa,DB05258,DrugBank,drug
4130,15347,Albinterferon Alfa-2B,DB05396,DrugBank,drug
4131,15348,Technetium Tc-99m ciprofloxacin,DB05488,DrugBank,drug
4132,15349,Apremilast,DB05676,DrugBank,drug
4133,15350,GTS-21,DB05708,DrugBank,drug
4134,15351,Dovitinib,DB05928,DrugBank,drug
4135,15352,Obeticholic acid,DB05990,DrugBank,drug
4136,15353,Garenoxacin,DB06160,DrugBank,drug
4137,15354,Eltrombopag,DB06210,DrugBank,drug
4138,15355,Vadimezan,DB06235,DrugBank,drug
4139,15356,Tolperisone,DB06264,DrugBank,drug
4140,15357,Avasimibe,DB06442,DrugBank,drug
4141,15358,Propentofylline,DB06479,DrugBank,drug
4142,15359,Muraglitazar,DB06510,DrugBank,drug
4143,15360,Agomelatine,DB06594,DrugBank,drug
4144,15361,Nemonoxacin,DB06600,DrugBank,drug
4145,15362,beta-Naphthoflavone,DB06732,DrugBank,drug
4146,15363,Bendamustine,DB06769,DrugBank,drug
4147,15364,Besifloxacin,DB06771,DrugBank,drug
4148,15365,Niclosamide,DB06803,DrugBank,drug
4149,15366,Teriflunomide,DB08880,DrugBank,drug
4150,15367,Pomalidomide,DB08910,DrugBank,drug
4151,15368,Flumequine,DB08972,DrugBank,drug
4152,15369,Tasimelteon,DB09071,DrugBank,drug
4154,15371,Peginterferon beta-1a,DB09122,DrugBank,drug
4155,15372,Viloxazine,DB09185,DrugBank,drug
4156,15373,Lobeglitazone,DB09198,DrugBank,drug
4157,15374,Zotepine,DB09225,DrugBank,drug
4158,15375,Doxofylline,DB09273,DrugBank,drug
4159,15376,Ramosetron,DB09290,DrugBank,drug
4160,15377,Osimertinib,DB09330,DrugBank,drug
4161,15378,Insulin beef,DB09456,DrugBank,drug
4162,15379,Peppermint oil,DB11198,DrugBank,drug
4163,15380,Enrofloxacin,DB11404,DrugBank,drug
4164,15381,Orbifloxacin,DB11443,DrugBank,drug
4166,15383,Sarafloxacin,DB11491,DrugBank,drug
4167,15384,Difloxacin,DB11511,DrugBank,drug
4168,15385,Insulin peglispro,DB11567,DrugBank,drug
4169,15386,Insulin tregopil,DB11568,DrugBank,drug
4170,15387,Pazufloxacin,DB11774,DrugBank,drug
4171,15388,Capmatinib,DB11791,DrugBank,drug
4172,15389,Prulifloxacin,DB11892,DrugBank,drug
4173,15390,Abametapir,DB11932,DrugBank,drug
4174,15391,Binimetinib,DB11967,DrugBank,drug
4175,15392,Voxilaprevir,DB12026,DrugBank,drug
4176,15393,Lisofylline,DB12406,DrugBank,drug
4177,15394,Cepeginterferon alfa-2B,DB12814,DrugBank,drug
4178,15395,Dihydralazine,DB12945,DrugBank,drug
4179,15396,Bamifylline,DB13203,DrugBank,drug
4180,15397,Sitafloxacin,DB13261,DrugBank,drug
4181,15398,Proxyphylline,DB13449,DrugBank,drug
4182,15399,Acefylline,DB13573,DrugBank,drug
4183,15400,Etamiphylline,DB13592,DrugBank,drug
4184,15401,Oxolinic acid,DB13627,DrugBank,drug
4185,15402,Pentifylline,DB13634,DrugBank,drug
4186,15403,Rufloxacin,DB13772,DrugBank,drug
4187,15404,Bufylline,DB13812,DrugBank,drug
4188,15405,Pipemidic acid,DB13823,DrugBank,drug
4189,15406,Bromotheophylline,DB14018,DrugBank,drug
4190,15407,Furafylline,DB14029,DrugBank,drug
4191,15408,8-chlorotheophylline,DB14132,DrugBank,drug
4192,15409,Ropeginterferon alfa-2b,DB15119,DrugBank,drug
4193,15410,Interferon alfa-2c,DB15131,DrugBank,drug
4195,15412,Histamine,DB05381,DrugBank,drug
4196,15413,Gemcitabine,DB00441,DrugBank,drug
4197,15414,Azacitidine,DB00928,DrugBank,drug
4199,15416,Lorazepam,DB00186,DrugBank,drug
4200,15417,Phentermine,DB00191,DrugBank,drug
4201,15418,Dofetilide,DB00204,DrugBank,drug
4202,15419,Azithromycin,DB00207,DrugBank,drug
4203,15420,Pantoprazole,DB00213,DrugBank,drug
4204,15421,Temazepam,DB00231,DrugBank,drug
4205,15422,Oxiconazole,DB00239,DrugBank,drug
4206,15423,Methysergide,DB00247,DrugBank,drug
4207,15424,Cabergoline,DB00248,DrugBank,drug
4208,15425,Doxycycline,DB00254,DrugBank,drug
4209,15426,Isradipine,DB00270,DrugBank,drug
4210,15427,Flucloxacillin,DB00301,DrugBank,drug
4211,15428,Bexarotene,DB00307,DrugBank,drug
4212,15429,Vindesine,DB00309,DrugBank,drug
4213,15430,Pentobarbital,DB00312,DrugBank,drug
4214,15431,Dihydroergotamine,DB00320,DrugBank,drug
4215,15432,Pimecrolimus,DB00337,DrugBank,drug
4216,15433,Alfuzosin,DB00346,DrugBank,drug
4217,15434,Trimethadione,DB00347,DrugBank,drug
4218,15435,Megestrol acetate,DB00351,DrugBank,drug
4219,15436,Methylergometrine,DB00353,DrugBank,drug
4220,15437,Aminoglutethimide,DB00357,DrugBank,drug
4221,15438,Sulfadiazine,DB00359,DrugBank,drug
4222,15439,Dydrogesterone,DB00378,DrugBank,drug
4223,15440,Nimodipine,DB00393,DrugBank,drug
4224,15441,Eszopiclone,DB00402,DrugBank,drug
4225,15442,Dicloxacillin,DB00485,DrugBank,drug
4226,15443,Caspofungin,DB00520,DrugBank,drug
4227,15444,Toremifene,DB00539,DrugBank,drug
4228,15445,Adinazolam,DB00546,DrugBank,drug
4229,15446,Bosentan,DB00559,DrugBank,drug
4230,15447,Valdecoxib,DB00580,DrugBank,drug
4231,15448,Lisuride,DB00589,DrugBank,drug
4232,15449,Ethosuximide,DB00593,DrugBank,drug
4233,15450,Ivermectin,DB00602,DrugBank,drug
4234,15451,Bisoprolol,DB00612,DrugBank,drug
4235,15452,Rifabutin,DB00615,DrugBank,drug
4236,15453,Paramethadione,DB00617,DrugBank,drug
4237,15454,Clorazepic acid,DB00628,DrugBank,drug
4238,15455,Aprepitant,DB00673,DrugBank,drug
4239,15456,Amphotericin B,DB00681,DrugBank,drug
4240,15457,Flurazepam,DB00690,DrugBank,drug
4241,15458,Ergotamine,DB00696,DrugBank,drug
4242,15459,Sufentanil,DB00708,DrugBank,drug
4243,15460,Azatadine,DB00719,DrugBank,drug
4244,15461,Imiquimod,DB00724,DrugBank,drug
4245,15462,Esomeprazole,DB00736,DrugBank,drug
4246,15463,Hydrocortamate,DB00769,DrugBank,drug
4247,15464,Roxithromycin,DB00778,DrugBank,drug
4248,15465,Phenylbutazone,DB00812,DrugBank,drug
4249,15466,Acetazolamide,DB00819,DrugBank,drug
4250,15467,Ethynodiol diacetate,DB00823,DrugBank,drug
4251,15468,Levomenthol,DB00825,DrugBank,drug
4252,15469,Natamycin,DB00826,DrugBank,drug
4253,15470,Conivaptan,DB00872,DrugBank,drug
4254,15471,Granisetron,DB00889,DrugBank,drug
4255,15472,Tiagabine,DB00906,DrugBank,drug
4256,15473,Tinidazole,DB00911,DrugBank,drug
4257,15474,Fulvestrant,DB00947,DrugBank,drug
4258,15475,Felbamate,DB00949,DrugBank,drug
4259,15476,Dirithromycin,DB00954,DrugBank,drug
4260,15477,Ezetimibe,DB00973,DrugBank,drug
4261,15478,Telithromycin,DB00976,DrugBank,drug
4262,15479,Salbutamol,DB01001,DrugBank,drug
4263,15480,Guanfacine,DB01018,DrugBank,drug
4264,15481,Topotecan,DB01030,DrugBank,drug
4265,15482,Ergoloid mesylate,DB01049,DrugBank,drug
4266,15483,Pilocarpine,DB01085,DrugBank,drug
4267,15484,Sibutramine,DB01105,DrugBank,drug
4268,15485,Atovaquone,DB01117,DrugBank,drug
4269,15486,Prednicarbate,DB01130,DrugBank,drug
4270,15487,Desoxycorticosterone pivalate,DB01134,DrugBank,drug
4271,15488,Candicidin,DB01152,DrugBank,drug
4272,15489,Thiamylal,DB01154,DrugBank,drug
4273,15490,Pergolide,DB01186,DrugBank,drug
4274,15491,Brinzolamide,DB01194,DrugBank,drug
4275,15492,Estramustine,DB01196,DrugBank,drug
4276,15493,Bromocriptine,DB01200,DrugBank,drug
4277,15494,Rifapentine,DB01201,DrugBank,drug
4278,15495,Estazolam,DB01215,DrugBank,drug
4279,15496,Rifaximin,DB01220,DrugBank,drug
4280,15497,Levacetylmethadol,DB01227,DrugBank,drug
4281,15498,Ergometrine,DB01253,DrugBank,drug
4282,15499,Retapamulin,DB01256,DrugBank,drug
4283,15500,Desonide,DB01260,DrugBank,drug
4284,15501,Sitagliptin,DB01261,DrugBank,drug
4285,15502,Posaconazole,DB01263,DrugBank,drug
4286,15503,Fosamprenavir,DB01319,DrugBank,drug
4287,15504,Cefradine,DB01333,DrugBank,drug
4288,15505,Tasosartan,DB01349,DrugBank,drug
4289,15506,Aprobarbital,DB01352,DrugBank,drug
4290,15507,Mestranol,DB01357,DrugBank,drug
4291,15508,Quinupristin,DB01369,DrugBank,drug
4292,15509,Ginkgo biloba,DB01381,DrugBank,drug
4293,15510,Bezafibrate,DB01393,DrugBank,drug
4294,15511,Pranlukast,DB01411,DrugBank,drug
4295,15512,5-androstenedione,DB01456,DrugBank,drug
4296,15513,Barbital,DB01483,DrugBank,drug
4297,15514,Androstenedione,DB01536,DrugBank,drug
4298,15515,Flunitrazepam,DB01544,DrugBank,drug
4299,15516,Clotiazepam,DB01559,DrugBank,drug
4300,15517,Prazepam,DB01588,DrugBank,drug
4301,15518,Quazepam,DB01589,DrugBank,drug
4302,15519,Nitrazepam,DB01595,DrugBank,drug
4303,15520,Roflumilast,DB01656,DrugBank,drug
4304,15521,Rutin,DB01698,DrugBank,drug
4305,15522,Dalfopristin,DB01764,DrugBank,drug
4306,15523,Epothilone D,DB01873,DrugBank,drug
4307,15524,Equilin,DB02187,DrugBank,drug
4308,15525,Pregnenolone,DB02789,DrugBank,drug
4309,15526,Patupilone,DB03010,DrugBank,drug
4310,15527,Equilenin,DB03515,DrugBank,drug
4311,15528,Vanoxerine,DB03701,DrugBank,drug
4312,15529,6-Deoxyerythronolide B,DB04070,DrugBank,drug
4313,15530,Corticosterone,DB04652,DrugBank,drug
4314,15531,Nimesulide,DB04743,DrugBank,drug
4315,15532,Metamizole,DB04817,DrugBank,drug
4316,15533,Prenylamine,DB04825,DrugBank,drug
4317,15534,Zimelidine,DB04832,DrugBank,drug
4318,15535,Methaqualone,DB04833,DrugBank,drug
4319,15536,Maraviroc,DB04835,DrugBank,drug
4320,15537,Cyclandelate,DB04838,DrugBank,drug
4321,15538,Fluspirilene,DB04842,DrugBank,drug
4322,15539,Ixabepilone,DB04845,DrugBank,drug
4323,15540,Calanolide A,DB04886,DrugBank,drug
4324,15541,Vapreotide,DB04894,DrugBank,drug
4325,15542,Milnacipran,DB04896,DrugBank,drug
4326,15543,Flibanserin,DB04908,DrugBank,drug
4327,15544,Rifalazil,DB04934,DrugBank,drug
4328,15545,Banoxantrone,DB04975,DrugBank,drug
4329,15546,Indacaterol,DB05039,DrugBank,drug
4330,15547,Pretomanid,DB05154,DrugBank,drug
4331,15548,HE3286,DB05212,DrugBank,drug
4332,15549,Dexlansoprazole,DB05351,DrugBank,drug
4333,15550,7-ethyl-10-hydroxycamptothecin,DB05482,DrugBank,drug
4334,15551,Brivaracetam,DB05541,DrugBank,drug
4335,15552,GPI-1485,DB05814,DrugBank,drug
4336,15553,Seletracetam,DB05885,DrugBank,drug
4337,15554,KOS-1584,DB05903,DrugBank,drug
4338,15555,Rimonabant,DB06155,DrugBank,drug
4339,15556,Noscapine,DB06174,DrugBank,drug
4340,15557,Silodosin,DB06207,DrugBank,drug
4341,15558,Tolvaptan,DB06212,DrugBank,drug
4342,15559,Lacosamide,DB06218,DrugBank,drug
4343,15560,Ridaforolimus,DB06233,DrugBank,drug
4344,15561,Avanafil,DB06237,DrugBank,drug
4345,15562,Sitaxentan,DB06268,DrugBank,drug
4346,15563,Tocilizumab,DB06273,DrugBank,drug
4347,15564,AVE9633,DB06318,DrugBank,drug
4348,15565,Coltuximab ravtansine,DB06342,DrugBank,drug
4349,15566,Etravirine,DB06414,DrugBank,drug
4350,15567,Dotarizine,DB06446,DrugBank,drug
4351,15568,Remacemide,DB06458,DrugBank,drug
4352,15569,Lestaurtinib,DB06469,DrugBank,drug
4353,15570,Clomethiazole,DB06470,DrugBank,drug
4354,15571,Mitemcinal,DB06587,DrugBank,drug
4355,15572,Bosutinib,DB06616,DrugBank,drug
4356,15573,Isavuconazonium,DB06636,DrugBank,drug
4357,15574,Pasireotide,DB06663,DrugBank,drug
4358,15575,Odanacatib,DB06670,DrugBank,drug
4359,15576,Laquinimod,DB06685,DrugBank,drug
4360,15577,Nilvadipine,DB06712,DrugBank,drug
4361,15578,Fosaprepitant,DB06717,DrugBank,drug
4362,15579,Ambroxol,DB06742,DrugBank,drug
4363,15580,Pinacidil,DB06762,DrugBank,drug
4364,15581,Desoxycorticosterone acetate,DB06780,DrugBank,drug
4365,15582,Difluprednate,DB06781,DrugBank,drug
4366,15583,Halcinonide,DB06786,DrugBank,drug
4367,15584,Lanreotide,DB06791,DrugBank,drug
4368,15585,Brefeldin A,DB07348,DrugBank,drug
4369,15586,Tranilast,DB07615,DrugBank,drug
4370,15587,Parecoxib,DB08439,DrugBank,drug
4371,15588,Capravirine,DB08502,DrugBank,drug
4372,15589,Tofisopam,DB08811,DrugBank,drug
4373,15590,Lurasidone,DB08815,DrugBank,drug
4374,15591,Lomitapide,DB08827,DrugBank,drug
4375,15592,Taurochenodeoxycholic acid,DB08833,DrugBank,drug
4376,15593,Agmatine,DB08838,DrugBank,drug
4377,15594,Brentuximab vedotin,DB08870,DrugBank,drug
4378,15595,Fidaxomicin,DB08874,DrugBank,drug
4379,15596,Cabozantinib,DB08875,DrugBank,drug
4380,15597,Ruxolitinib,DB08877,DrugBank,drug
4381,15598,Linagliptin,DB08882,DrugBank,drug
4382,15599,Regorafenib,DB08896,DrugBank,drug
4383,15600,Bedaquiline,DB08903,DrugBank,drug
4384,15601,Formestane,DB08905,DrugBank,drug
4385,15602,Trametinib,DB08911,DrugBank,drug
4386,15603,Dabrafenib,DB08912,DrugBank,drug
4387,15604,Luliconazole,DB08933,DrugBank,drug
4388,15605,Indalpine,DB08953,DrugBank,drug
4389,15606,Fendiline,DB08980,DrugBank,drug
4390,15607,Eperisone,DB08992,DrugBank,drug
4391,15608,Brotizolam,DB09017,DrugBank,drug
4392,15609,Aliskiren,DB09026,DrugBank,drug
4393,15610,Vorapaxar,DB09030,DrugBank,drug
4394,15611,Suvorexant,DB09034,DrugBank,drug
4395,15612,Siltuximab,DB09036,DrugBank,drug
4396,15613,Ceritinib,DB09063,DrugBank,drug
4397,15614,Vilanterol,DB09082,DrugBank,drug
4398,15615,Ivabradine,DB09083,DrugBank,drug
4399,15616,Trimebutine,DB09089,DrugBank,drug
4400,15617,Pinaverium,DB09090,DrugBank,drug
4401,15618,Somatostatin,DB09099,DrugBank,drug
4402,15619,Elvitegravir,DB09101,DrugBank,drug
4403,15620,Eslicarbazepine acetate,DB09119,DrugBank,drug
4404,15621,Dienogest,DB09123,DrugBank,drug
4405,15622,Sonidegib,DB09143,DrugBank,drug
4406,15623,Etizolam,DB09166,DrugBank,drug
4407,15624,Netoglitazone,DB09199,DrugBank,drug
4408,15625,Rivoglitazone,DB09200,DrugBank,drug
4409,15626,Ciglitazone,DB09201,DrugBank,drug
4410,15627,Tolfenamic acid,DB09216,DrugBank,drug
4411,15628,Barnidipine,DB09227,DrugBank,drug
4412,15629,Azelnidipine,DB09230,DrugBank,drug
4413,15630,Cilnidipine,DB09232,DrugBank,drug
4414,15631,Darodipine,DB09234,DrugBank,drug
4415,15632,Efonidipine,DB09235,DrugBank,drug
4416,15633,Niguldipine,DB09239,DrugBank,drug
4417,15634,Niludipine,DB09240,DrugBank,drug
4418,15635,Tianeptine,DB09289,DrugBank,drug
4419,15636,Solithromycin,DB09308,DrugBank,drug
4420,15637,Kitasamycin,DB09309,DrugBank,drug
4421,15638,Norethynodrel,DB09371,DrugBank,drug
4422,15639,Fluprednisolone,DB09378,DrugBank,drug
4423,15640,Dihydroergocornine,DB11273,DrugBank,drug
4424,15641,Dihydro-alpha-ergocryptine,DB11274,DrugBank,drug
4425,15642,Selexipag,DB11362,DrugBank,drug
4426,15643,Carbomycin,DB11383,DrugBank,drug
4427,15644,Doramectin,DB11400,DrugBank,drug
4428,15645,Eprinomectin,DB11405,DrugBank,drug
4429,15646,Oleandomycin,DB11442,DrugBank,drug
4430,15647,Selamectin,DB11459,DrugBank,drug
4431,15648,Tildipirosin,DB11470,DrugBank,drug
4432,15649,Tilmicosin,DB11471,DrugBank,drug
4433,15650,Tylosin,DB11475,DrugBank,drug
4434,15651,Melengestrol,DB11529,DrugBank,drug
4435,15652,Tylvalosin,DB11554,DrugBank,drug
4436,15653,Lesinurad,DB11560,DrugBank,drug
4437,15654,Venetoclax,DB11581,DrugBank,drug
4438,15655,Velpatasvir,DB11613,DrugBank,drug
4439,15656,Gestrinone,DB11619,DrugBank,drug
4440,15657,Tocofersolan,DB11635,DrugBank,drug
