DDInter_ID_A,Drug_A,DrugBank_ID_A,DDInter_ID_B,Drug_B,DrugBank_ID_B,severity,query_direction,query_drug,query_drugbank_id,query_node,target_drug,target_drugbank_id,target_node,raw_target_score,rank,number_filtered,available_candidates_after_filtering,target_tie_count,tied_competitor_count,unique_available_scores
DDInter78,Amitriptyline,DB00321,DDInter961,Iopamidol,DB08947,Major,A_to_B,Amitriptyline,DB00321,2939,Iopamidol,DB08947,10401,-5.281245231628418,1135,2376,1902,1,0,1902
DDInter1005,Kaolin,DB01575,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Kaolin,DB01575,9747,-3.673290252685547,1202,1681,2597,1,0,2597
DDInter1040,Letrozole,DB01006,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Letrozole,DB01006,3060,0.2367013692855835,337,1681,2597,1,0,2597
DDInter1041,Leucovorin,DB00650,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Leucovorin,DB00650,9057,-2.3574700355529785,939,1681,2597,1,0,2597
DDInter1064,Levothyroxine,DB00451,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Levothyroxine,DB00451,2843,-0.6558996438980103,542,1681,2597,1,0,2597
DDInter1066,Lidocaine,DB00281,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Lidocaine,DB00281,3723,2.5536727905273438,34,1681,2597,1,0,2597
DDInter1072,Lindane,DB00431,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Lindane,DB00431,4976,-4.100360870361328,1312,1681,2597,1,0,2597
DDInter1088,Loperamide,DB00836,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Loperamide,DB00836,3908,3.456634044647217,14,1681,2597,1,0,2597
DDInter1091,Loratadine,DB00455,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Loratadine,DB00455,3733,2.6942052841186523,32,1681,2597,1,0,2597
DDInter1156,Mercaptopurine,DB01033,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Mercaptopurine,DB01033,3547,3.0463640689849854,22,1681,2597,1,0,2597
DDInter1168,Methdilazine,DB00902,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Methdilazine,DB00902,6018,0.7125022411346436,250,1681,2597,1,0,2597
DDInter1191,Methylprednisolone,DB00959,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Methylprednisolone,DB00959,3052,-0.11810529232025146,401,1681,2597,1,0,2597
DDInter1226,Minoxidil,DB00350,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Minoxidil,DB00350,4638,-2.690037488937378,1007,1681,2597,1,0,2597
DDInter1234,Mitoxantrone,DB01204,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Mitoxantrone,DB01204,3574,0.0011910200119018555,381,1681,2597,1,0,2597
DDInter1249,Mupirocin,DB00410,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Mupirocin,DB00410,9237,-4.980742454528809,1685,1681,2597,1,0,2597
DDInter1318,Nystatin,DB00646,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Nystatin,DB00646,9021,-4.652894020080566,1504,1681,2597,1,0,2597
DDInter1323,Octreotide,DB00104,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Octreotide,DB00104,2910,-0.6218224763870239,532,1681,2597,1,0,2597
DDInter1355,Oxaliplatin,DB00526,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Oxaliplatin,DB00526,3519,0.2251349687576294,337,1681,2597,1,0,2597
DDInter1376,Ozanimod,DB12612,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Ozanimod,DB12612,3373,-1.5834649801254272,770,1681,2597,1,0,2597
DDInter1377,Paclitaxel,DB01229,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Paclitaxel,DB01229,3575,4.535764217376709,6,1681,2597,1,0,2597
DDInter1394,Paricalcitol,DB00910,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Paricalcitol,DB00910,3709,-3.626241683959961,1192,1681,2597,1,0,2597
DDInter1441,Phenindamine,DB01619,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Phenindamine,DB01619,6028,-3.5923871994018555,1185,1681,2597,1,0,2597
DDInter1472,Pioglitazone,DB01132,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Pioglitazone,DB01132,3089,-2.414180278778076,948,1681,2597,1,0,2597
DDInter149,Azatadine,DB00719,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Azatadine,DB00719,4243,0.6644559502601624,259,1681,2597,1,0,2597
DDInter1513,Prednisolone,DB00860,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Prednisolone,DB00860,2813,0.23667418956756592,337,1681,2597,1,0,2597
DDInter1581,Repaglinide,DB00912,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Repaglinide,DB00912,3042,-1.794203519821167,819,1681,2597,1,0,2597
DDInter1635,Salmeterol,DB00938,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Salmeterol,DB00938,3046,3.4655637741088867,14,1681,2597,1,0,2597
DDInter1663,Sevelamer,DB00658,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Sevelamer,DB00658,9353,-3.9653449058532715,1277,1681,2597,1,0,2597
DDInter1678,Sirolimus,DB00877,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Sirolimus,DB00877,3758,0.3602285385131836,314,1681,2597,1,0,2597
DDInter1683,Sodium bicarbonate,DB01390,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Sodium bicarbonate,DB01390,9071,-0.5742043256759644,521,1681,2597,1,0,2597
DDInter1825,Tofacitinib,DB08895,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Tofacitinib,DB08895,3190,-1.4391337633132935,721,1681,2597,1,0,2597
DDInter1855,Triamcinolone,DB00620,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Triamcinolone,DB00620,2806,1.852302074432373,84,1681,2597,1,0,2597
DDInter1878,Tripelennamine,DB00792,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Tripelennamine,DB00792,3905,-0.3896652162075043,480,1681,2597,1,0,2597
DDInter19,Acetylcysteine,DB06151,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Acetylcysteine,DB06151,4819,-4.057974815368652,1304,1681,2597,1,0,2597
DDInter1906,Ursodeoxycholic acid,DB01586,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Ursodeoxycholic acid,DB01586,4605,-2.552218437194824,974,1681,2597,1,0,2597
DDInter1939,Vinorelbine,DB00361,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Vinorelbine,DB00361,3875,4.197284698486328,6,1681,2597,1,0,2597
DDInter268,Calcitriol,DB00136,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Calcitriol,DB00136,3342,-0.5769282579421997,521,1681,2597,1,0,2597
DDInter272,Calcium chloride,DB01164,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Calcium chloride,DB01164,6770,-2.5260133743286133,968,1681,2597,1,0,2597
DDInter354,Chlorcyclizine,DB08936,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Chlorcyclizine,DB08936,6039,-1.2160580158233643,671,1681,2597,1,0,2597
DDInter361,Chlorphenesin,DB00856,DDInter890,Hydromorphone,DB00327,Major,B_to_A,Hydromorphone,DB00327,2940,Chlorphenesin,DB00856,3449,-3.4334604740142822,1145,1681,2597,1,0,2597
DDInter393,Clarithromycin,DB01211,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Clarithromycin,DB01211,3778,0.11940348148345947,356,1681,2597,1,0,2597
DDInter398,Clindamycin,DB01190,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Clindamycin,DB01190,3328,3.645185708999634,11,1681,2597,1,0,2597
DDInter402,Clobetasol,DB11750,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Clobetasol,DB11750,3830,1.5685750246047974,116,1681,2597,1,0,2597
DDInter407,Clofedanol,DB04837,DDInter890,Hydromorphone,DB00327,Moderate,B_to_A,Hydromorphone,DB00327,2940,Clofedanol,DB04837,6029,-3.6564340591430664,1197,1681,2597,1,0,2597
DDInter416,Clotrimazole,DB00257,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Clotrimazole,DB00257,3867,-5.60712194442749,2082,1681,2597,1,0,2597
DDInter460,Cytarabine,DB00987,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Cytarabine,DB00987,3563,-0.8253546953201294,569,1681,2597,1,0,2597
DDInter484,Dasatinib,DB01254,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Dasatinib,DB01254,3577,3.409841537475586,14,1681,2597,1,0,2597
DDInter513,Dexamethasone,DB01234,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Dexamethasone,DB01234,3103,2.7918496131896973,30,1681,2597,1,0,2597
DDInter578,Docetaxel,DB01248,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Docetaxel,DB01248,3576,1.0748039484024048,197,1681,2597,1,0,2597
DDInter596,Doxorubicin,DB00997,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Doxorubicin,DB00997,3058,3.8508236408233643,9,1681,2597,1,0,2597
DDInter667,Erlotinib,DB00530,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Erlotinib,DB00530,2970,3.9138221740722656,9,1681,2597,1,0,2597
DDInter670,Erythromycin,DB00199,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Erythromycin,DB00199,3719,0.8169674873352051,239,1681,2597,1,0,2597
DDInter702,Etoposide,DB00773,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Etoposide,DB00773,3387,3.2623212337493896,15,1681,2597,1,0,2597
DDInter705,Exemestane,DB00990,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Exemestane,DB00990,3600,-2.9750280380249023,1055,1681,2597,1,0,2597
DDInter712,Famotidine,DB00927,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Famotidine,DB00927,4099,1.1904834508895874,178,1681,2597,1,0,2597
DDInter732,Fexofenadine,DB00950,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Fexofenadine,DB00950,3049,-1.4004008769989014,712,1681,2597,1,0,2597
DDInter736,Finasteride,DB01216,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Finasteride,DB01216,3779,-1.675910472869873,797,1681,2597,1,0,2597
DDInter745,Fludarabine,DB01073,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Fludarabine,DB01073,5755,-4.918826103210449,1642,1681,2597,1,0,2597
DDInter766,Fluticasone,DB13867,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Fluticasone,DB13867,2823,1.6114721298217773,113,1681,2597,1,0,2597
DDInter856,Heparin,DB01109,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Heparin,DB01109,3293,-1.6996970176696777,804,1681,2597,1,0,2597
DDInter885,Hydrocortisone,DB00741,DDInter890,Hydromorphone,DB00327,Unknown,B_to_A,Hydromorphone,DB00327,2940,Hydrocortisone,DB00741,2811,2.3269834518432617,45,1681,2597,1,0,2597
DDInter890,Hydromorphone,DB00327,DDInter893,Hydroxychloroquine,DB01611,Unknown,A_to_B,Hydromorphone,DB00327,2940,Hydroxychloroquine,DB01611,3130,3.935792922973633,9,1681,2597,1,0,2597
DDInter890,Hydromorphone,DB00327,DDInter894,Hydroxyurea,DB01005,Unknown,A_to_B,Hydromorphone,DB00327,2940,Hydroxyurea,DB01005,3917,1.5536311864852905,118,1681,2597,1,0,2597
DDInter890,Hydromorphone,DB00327,DDInter908,Iloprost,DB01088,Unknown,A_to_B,Hydromorphone,DB00327,2940,Iloprost,DB01088,5005,-1.0810599327087402,631,1681,2597,1,0,2597
DDInter890,Hydromorphone,DB00327,DDInter913,Imiquimod,DB00724,Unknown,A_to_B,Hydromorphone,DB00327,2940,Imiquimod,DB00724,4244,-5.499917030334473,2032,1681,2597,1,0,2597
DDInter890,Hydromorphone,DB00327,DDInter92,Amyl Nitrite,DB01612,Moderate,A_to_B,Hydromorphone,DB00327,2940,Amyl Nitrite,DB01612,3419,-2.740352153778076,1019,1681,2597,1,0,2597
DDInter890,Hydromorphone,DB00327,DDInter960,Iohexol,DB01362,Major,A_to_B,Hydromorphone,DB00327,2940,Iohexol,DB01362,10400,1.016933798789978,212,1681,2597,1,0,2597
DDInter890,Hydromorphone,DB00327,DDInter961,Iopamidol,DB08947,Major,A_to_B,Hydromorphone,DB00327,2940,Iopamidol,DB08947,10401,-5.490667343139648,2030,1681,2597,1,0,2597
DDInter890,Hydromorphone,DB00327,DDInter973,Irinotecan,DB00762,Unknown,A_to_B,Hydromorphone,DB00327,2940,Irinotecan,DB00762,3014,3.708669424057007,11,1681,2597,1,0,2597
DDInter1018,Lactulose,DB00581,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Lactulose,DB00581,9255,-1.1969492435455322,655,1990,2288,1,0,2288
DDInter1066,Lidocaine,DB00281,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Lidocaine,DB00281,3723,3.4081878662109375,50,1990,2288,1,0,2288
DDInter1069,Linaclotide,DB08890,DDInter921,Indomethacin,DB00328,Minor,B_to_A,Indomethacin,DB00328,2941,Linaclotide,DB08890,8433,-3.678691864013672,1367,1990,2288,1,0,2288
DDInter1112,Magaldrate,DB08938,DDInter921,Indomethacin,DB00328,Minor,B_to_A,Indomethacin,DB00328,2941,Magaldrate,DB08938,9580,0.04319843649864197,414,1990,2288,1,0,2288
DDInter1119,Magnesium oxide,DB01377,DDInter921,Indomethacin,DB00328,Minor,B_to_A,Indomethacin,DB00328,2941,Magnesium oxide,DB01377,9145,-0.6936825513839722,546,1990,2288,1,0,2288
DDInter1231,Misoprostol,DB00929,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Misoprostol,DB00929,5004,-4.751440525054932,1764,1990,2288,1,0,2288
DDInter127,Asparaginase Escherichia coli,DB00023,DDInter921,Indomethacin,DB00328,Moderate,B_to_A,Indomethacin,DB00328,2941,Asparaginase Escherichia coli,DB00023,3285,-1.0538924932479858,627,1990,2288,1,0,2288
DDInter1297,Niraparib,DB11793,DDInter921,Indomethacin,DB00328,Moderate,B_to_A,Indomethacin,DB00328,2941,Niraparib,DB11793,3544,-5.213822841644287,1810,1990,2288,1,0,2288
DDInter1309,Nizatidine,DB00585,DDInter921,Indomethacin,DB00328,Minor,B_to_A,Indomethacin,DB00328,2941,Nizatidine,DB00585,3626,-0.851945698261261,579,1990,2288,1,0,2288
DDInter1318,Nystatin,DB00646,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Nystatin,DB00646,9021,-2.440706253051758,932,1990,2288,1,0,2288
DDInter1348,Orlistat,DB01083,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Orlistat,DB01083,3504,0.8005466461181641,291,1990,2288,1,0,2288
DDInter1493,Porfimer sodium,DB00707,DDInter921,Indomethacin,DB00328,Moderate,B_to_A,Indomethacin,DB00328,2941,Porfimer sodium,DB00707,6118,-3.141272783279419,1156,1990,2288,1,0,2288
DDInter1566,Ramucirumab,DB05578,DDInter921,Indomethacin,DB00328,Major,B_to_A,Indomethacin,DB00328,2941,Ramucirumab,DB05578,5825,-7.003819942474365,1956,1990,2288,1,0,2288
DDInter1683,Sodium bicarbonate,DB01390,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Sodium bicarbonate,DB01390,9071,-1.1114840507507324,640,1990,2288,1,0,2288
DDInter1754,Tegaserod,DB01079,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Tegaserod,DB01079,3924,3.0770115852355957,65,1990,2288,1,0,2288
DDInter19,Acetylcysteine,DB06151,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Acetylcysteine,DB06151,4819,-1.869166374206543,800,1990,2288,1,0,2288
DDInter1941,Vitamin A,DB00162,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Vitamin A,DB00162,2835,-2.0061891078948975,828,1990,2288,1,0,2288
DDInter266,Calcipotriol,DB02300,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Calcipotriol,DB02300,3558,-3.3420791625976562,1223,1990,2288,1,0,2288
DDInter268,Calcitriol,DB00136,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Calcitriol,DB00136,3342,1.847548484802246,165,1990,2288,1,0,2288
DDInter362,Chlorpheniramine,DB01114,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Chlorpheniramine,DB01114,3773,3.8604509830474854,36,1990,2288,1,0,2288
DDInter398,Clindamycin,DB01190,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Clindamycin,DB01190,3328,2.0827698707580566,144,1990,2288,1,0,2288
DDInter416,Clotrimazole,DB00257,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Clotrimazole,DB00257,3867,-2.3694145679473877,914,1990,2288,1,0,2288
DDInter506,Desloratadine,DB00967,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Desloratadine,DB00967,6020,-5.886132717132568,1861,1990,2288,1,0,2288
DDInter518,Dexfenfluramine,DB01191,DDInter921,Indomethacin,DB00328,Moderate,B_to_A,Indomethacin,DB00328,2941,Dexfenfluramine,DB01191,3934,2.862304925918579,79,1990,2288,1,0,2288
DDInter58,Aluminum hydroxide,DB06723,DDInter921,Indomethacin,DB00328,Minor,B_to_A,Indomethacin,DB00328,2941,Aluminum hydroxide,DB06723,9158,-0.6665866374969482,540,1990,2288,1,0,2288
DDInter581,Dolasetron,DB00757,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Dolasetron,DB00757,3903,-0.45729637145996094,508,1990,2288,1,0,2288
DDInter717,Fenfluramine,DB00574,DDInter921,Indomethacin,DB00328,Moderate,B_to_A,Indomethacin,DB00328,2941,Fenfluramine,DB00574,3740,2.117884635925293,143,1990,2288,1,0,2288
DDInter74,Aminophylline,DB01223,DDInter921,Indomethacin,DB00328,Unknown,B_to_A,Indomethacin,DB00328,2941,Aminophylline,DB01223,4111,3.9400224685668945,33,1990,2288,1,0,2288
DDInter9,Acalabrutinib,DB11703,DDInter921,Indomethacin,DB00328,Major,B_to_A,Indomethacin,DB00328,2941,Acalabrutinib,DB11703,3233,3.343322515487671,51,1990,2288,1,0,2288
DDInter921,Indomethacin,DB00328,DDInter947,Interferon beta-1a,DB00060,Moderate,A_to_B,Indomethacin,DB00328,2941,Interferon beta-1a,DB00060,4067,0.7849960327148438,292,1990,2288,1,0,2288
DDInter921,Indomethacin,DB00328,DDInter957,Iodipamide,DB04711,Major,A_to_B,Indomethacin,DB00328,2941,Iodipamide,DB04711,3148,-2.8574113845825195,1066,1990,2288,1,0,2288
DDInter921,Indomethacin,DB00328,DDInter960,Iohexol,DB01362,Major,A_to_B,Indomethacin,DB00328,2941,Iohexol,DB01362,10400,-4.045109748840332,1532,1990,2288,1,0,2288
DDInter921,Indomethacin,DB00328,DDInter961,Iopamidol,DB08947,Major,A_to_B,Indomethacin,DB00328,2941,Iopamidol,DB08947,10401,-2.081568956375122,848,1990,2288,1,0,2288
DDInter921,Indomethacin,DB00328,DDInter997,Ivacaftor,DB08820,Moderate,A_to_B,Indomethacin,DB00328,2941,Ivacaftor,DB08820,3183,1.847225308418274,165,1990,2288,1,0,2288
DDInter1168,Methdilazine,DB00902,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Methdilazine,DB00902,6018,0.585759162902832,82,966,3312,1,0,3312
DDInter1441,Phenindamine,DB01619,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Phenindamine,DB01619,6028,-3.3391456604003906,579,966,3312,1,0,3312
DDInter1465,Pilocarpine,DB01085,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Pilocarpine,DB01085,4266,-4.218352317810059,747,966,3312,1,0,3312
DDInter149,Azatadine,DB00719,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Azatadine,DB00719,4243,-0.040380239486694336,127,966,3312,1,0,3312
DDInter18,Acetylcholine,DB03128,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Acetylcholine,DB03128,4855,-3.24130916595459,563,966,3312,1,0,3312
DDInter1878,Tripelennamine,DB00792,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Tripelennamine,DB00792,3905,-1.0423139333724976,209,966,3312,1,0,3312
DDInter199,Bethanechol,DB01019,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Bethanechol,DB01019,4851,-3.368528366088867,583,966,3312,1,0,3312
DDInter23,Acrivastine,DB09488,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Acrivastine,DB09488,6041,-2.302318572998047,378,966,3312,1,0,3312
DDInter346,Cevimeline,DB00185,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Cevimeline,DB00185,3858,-0.8163623809814453,190,966,3312,1,0,3312
DDInter354,Chlorcyclizine,DB08936,DDInter970,Ipratropium,DB00332,Moderate,B_to_A,Ipratropium,DB00332,2942,Chlorcyclizine,DB08936,6039,-2.31141996383667,382,966,3312,1,0,3312
DDInter1003,Ixekizumab,DB11569,DDInter1166,Methadone,DB00333,Moderate,B_to_A,Methadone,DB00333,2943,Ixekizumab,DB11569,8944,-7.945892333984375,1909,2124,2154,1,0,2154
DDInter1005,Kaolin,DB01575,DDInter1166,Methadone,DB00333,Moderate,B_to_A,Methadone,DB00333,2943,Kaolin,DB01575,9747,-2.79941463470459,692,2124,2154,1,0,2154
DDInter1026,Larotrectinib,DB14723,DDInter1166,Methadone,DB00333,Moderate,B_to_A,Methadone,DB00333,2943,Larotrectinib,DB14723,4528,0.07499146461486816,276,2124,2154,1,0,2154
DDInter1072,Lindane,DB00431,DDInter1166,Methadone,DB00333,Moderate,B_to_A,Methadone,DB00333,2943,Lindane,DB00431,4976,-3.96044659614563,1052,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1168,Methdilazine,DB00902,Moderate,A_to_B,Methadone,DB00333,2943,Methdilazine,DB00902,6018,1.0776838064193726,156,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1226,Minoxidil,DB00350,Moderate,A_to_B,Methadone,DB00333,2943,Minoxidil,DB00350,4638,-1.4264416694641113,497,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1233,Mitotane,DB00648,Major,A_to_B,Methadone,DB00333,2943,Mitotane,DB00648,2808,1.4177322387695312,111,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1346,Orciprenaline,DB00816,Major,A_to_B,Methadone,DB00333,2943,Orciprenaline,DB00816,6343,0.5003037452697754,222,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1441,Phenindamine,DB01619,Moderate,A_to_B,Methadone,DB00333,2943,Phenindamine,DB01619,6028,-3.247028112411499,809,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1476,Pirbuterol,DB01291,Moderate,A_to_B,Methadone,DB00333,2943,Pirbuterol,DB01291,5315,-0.06436562538146973,298,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1643,Sarilumab,DB11767,Moderate,A_to_B,Methadone,DB00333,2943,Sarilumab,DB11767,4445,1.306887149810791,127,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1699,Somatotropin,DB00052,Moderate,A_to_B,Methadone,DB00333,2943,Somatotropin,DB00052,5054,-1.4345544576644897,499,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1700,Somatrem,DB09098,Moderate,A_to_B,Methadone,DB00333,2943,Somatrem,DB09098,5055,-4.550112724304199,1274,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter1907,Ustekinumab,DB05679,Moderate,A_to_B,Methadone,DB00333,2943,Ustekinumab,DB05679,7013,-11.269805908203125,1941,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter210,Binimetinib,DB11967,Moderate,A_to_B,Methadone,DB00333,2943,Binimetinib,DB11967,4174,2.8288590908050537,41,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter220,Blinatumomab,DB09052,Moderate,A_to_B,Methadone,DB00333,2943,Blinatumomab,DB09052,8403,-6.470240592956543,1863,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter361,Chlorphenesin,DB00856,Major,A_to_B,Methadone,DB00333,2943,Chlorphenesin,DB00856,3449,-2.548248529434204,649,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter40,Alefacept,DB00092,Moderate,A_to_B,Methadone,DB00333,2943,Alefacept,DB00092,6395,-4.084471702575684,1095,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter407,Clofedanol,DB04837,Moderate,A_to_B,Methadone,DB00333,2943,Clofedanol,DB04837,6029,-3.1234230995178223,769,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter416,Clotrimazole,DB00257,Moderate,A_to_B,Methadone,DB00333,2943,Clotrimazole,DB00257,3867,-5.487364292144775,1725,2124,2154,1,0,2154
DDInter1166,Methadone,DB00333,DDInter655,Epirubicin,DB00445,Major,A_to_B,Methadone,DB00333,2943,Epirubicin,DB00445,3502,-3.6183719635009766,932,2124,2154,1,0,2154
