DDInter_ID,DDInter_name,DrugBank_ID,PrimeKG_name,PrimeKG_node,mapping_method,mapping_confidence_category
DDInter1857,Triamcinolone (ophthalmic),,,,none,unmapped
DDInter1858,Triamcinolone (topical),,,,none,unmapped
DDInter1859,Triamterene,DB00384,Triamterene,4078,exact normalized-name fallback,exact-name match
DDInter186,Benzoyl peroxide (topical),,,,none,unmapped
DDInter1860,Triazolam,DB00897,Triazolam,3759,exact normalized-name fallback,exact-name match
DDInter1861,Trichlormethiazide,DB01021,Trichlormethiazide,3546,exact normalized-name fallback,exact-name match
DDInter1862,Trichophyton mentagrophytes,,,,none,unmapped
DDInter1863,Triclabendazole,DB12245,Triclabendazole,3579,exact normalized-name fallback,exact-name match
DDInter1864,Triethylenetetramine,DB06824,Triethylenetetramine,9107,exact normalized-name fallback,exact-name match
DDInter1865,Trifarotene (topical),,,,none,unmapped
DDInter1866,Trifluoperazine,DB00831,Trifluoperazine,3696,exact normalized-name fallback,exact-name match
DDInter1867,Triflupromazine,DB00508,Triflupromazine,3624,exact normalized-name fallback,exact-name match
DDInter1868,Trifluridine,DB00432,Trifluridine,2953,exact normalized-name fallback,exact-name match
DDInter1869,Triheptanoin,DB11677,Triheptanoin,3231,exact normalized-name fallback,exact-name match
DDInter187,Benzphetamine,DB00865,Benzphetamine,4057,exact normalized-name fallback,exact-name match
DDInter1870,Trihexyphenidyl,DB00376,Trihexyphenidyl,4837,exact normalized-name fallback,exact-name match
DDInter1871,Trimethadione,DB00347,Trimethadione,4217,exact normalized-name fallback,exact-name match
DDInter1872,Trimethaphan,DB01116,Trimethaphan,3636,exact normalized-name fallback,exact-name match
DDInter1873,Trimethobenzamide,DB00662,Trimethobenzamide,9209,exact normalized-name fallback,exact-name match
DDInter1874,Trimethoprim,DB00440,Trimethoprim,4082,exact normalized-name fallback,exact-name match
DDInter1875,Trimetrexate,DB01157,Trimetrexate,3465,exact normalized-name fallback,exact-name match
DDInter1876,Trimipramine,DB00726,Trimipramine,3900,exact normalized-name fallback,exact-name match
DDInter1877,Trioxsalen,DB04571,Trioxsalen,9161,exact normalized-name fallback,exact-name match
DDInter1878,Tripelennamine,DB00792,Tripelennamine,3905,exact normalized-name fallback,exact-name match
DDInter1879,Triprolidine,DB00427,Triprolidine,6015,exact normalized-name fallback,exact-name match
DDInter188,Benzthiazide,DB00562,Benzthiazide,5574,exact normalized-name fallback,exact-name match
DDInter1880,Triptorelin,DB06825,Triptorelin,5364,exact normalized-name fallback,exact-name match
DDInter1881,Troglitazone,DB00197,Troglitazone,3596,exact normalized-name fallback,exact-name match
DDInter1882,Troleandomycin,DB13179,Troleandomycin,3842,exact normalized-name fallback,exact-name match
DDInter1883,Tromethamine,DB03754,Tromethamine,8334,exact normalized-name fallback,exact-name match
DDInter1884,Tropicamide,DB00809,Tropicamide,4848,exact normalized-name fallback,exact-name match
DDInter1885,Tropicamide (ophthalmic),,,,none,unmapped
DDInter1886,Trospium,DB00209,Trospium,3863,exact normalized-name fallback,exact-name match
DDInter1887,Trovafloxacin,DB00685,Trovafloxacin,4088,exact normalized-name fallback,exact-name match
DDInter1888,Tryptophan,DB00150,Tryptophan,3412,exact normalized-name fallback,exact-name match
DDInter1889,Tuberculin purified protein derivative,,,,none,unmapped
DDInter189,Benzylpenicillin,DB01053,Benzylpenicillin,3071,exact normalized-name fallback,exact-name match
DDInter1890,Tubocurarine,DB01199,Tubocurarine,3640,exact normalized-name fallback,exact-name match
DDInter1891,Tucatinib,DB11652,Tucatinib,3491,exact normalized-name fallback,exact-name match
DDInter1892,Turmeric,,,,none,unmapped
DDInter1893,Typhoid vaccine (inactivated),,,,none,unmapped
DDInter1894,Typhoid vaccine (live),,,,none,unmapped
DDInter1895,Tyropanoic acid,,,,none,unmapped
DDInter1896,Ubrogepant,DB15328,Ubrogepant,3691,exact normalized-name fallback,exact-name match
DDInter1897,Ulipristal,DB08867,Ulipristal,3187,exact normalized-name fallback,exact-name match
DDInter1898,Ulobetasol (topical),,,,none,unmapped
DDInter1899,Umeclidinium,DB09076,Umeclidinium,4012,exact normalized-name fallback,exact-name match
DDInter19,Acetylcysteine,DB06151,Acetylcysteine,4819,exact normalized-name fallback,exact-name match
DDInter190,Benzylpenicillin (potassium),,,,none,unmapped
DDInter1901,Upadacitinib,DB15091,Upadacitinib,4052,exact normalized-name fallback,exact-name match
DDInter1902,Uracil mustard,DB00791,Uracil mustard,9256,exact normalized-name fallback,exact-name match
DDInter1903,Urea,,,,none,unmapped
DDInter1904,Urofollitropin,,,,none,unmapped
DDInter1905,Urokinase,DB00013,Urokinase,3584,exact normalized-name fallback,exact-name match
DDInter1906,Ursodeoxycholic acid,DB01586,Ursodeoxycholic acid,4605,exact normalized-name fallback,exact-name match
DDInter1907,Ustekinumab,DB05679,Ustekinumab,7013,exact normalized-name fallback,exact-name match
DDInter1908,Valaciclovir,DB00577,Valaciclovir,3716,exact normalized-name fallback,exact-name match
DDInter1909,Valbenazine,DB11915,Valbenazine,3833,exact normalized-name fallback,exact-name match
DDInter191,Benzylpenicillin (sodium),,,,none,unmapped
DDInter1910,Valdecoxib,DB00580,Valdecoxib,4230,exact normalized-name fallback,exact-name match
DDInter1911,Valerian,,,,none,unmapped
DDInter1912,Valganciclovir,DB01610,Valganciclovir,8998,exact normalized-name fallback,exact-name match
DDInter1913,Valproic acid,DB00313,Valproic acid,2936,exact normalized-name fallback,exact-name match
DDInter1914,Valrubicin,DB00385,Valrubicin,6437,exact normalized-name fallback,exact-name match
DDInter1915,Valsartan,DB00177,Valsartan,4552,exact normalized-name fallback,exact-name match
DDInter1916,Vancomycin,DB00512,Vancomycin,2968,exact normalized-name fallback,exact-name match
DDInter1917,Vandetanib,DB05294,Vandetanib,3156,exact normalized-name fallback,exact-name match
DDInter1918,Vardenafil,DB00862,Vardenafil,3757,exact normalized-name fallback,exact-name match
DDInter1919,Varenicline,DB01273,Varenicline,6672,exact normalized-name fallback,exact-name match
DDInter192,Bepridil,DB01244,Bepridil,3941,exact normalized-name fallback,exact-name match
DDInter1920,Varicella Zoster Vaccine (Recombinant),DB13924,Varicella Zoster Vaccine (Recombinant),9723,exact normalized-name fallback,exact-name match
DDInter1921,Vasopressin,DB00067,Vasopressin,5304,exact normalized-name fallback,exact-name match
DDInter1922,Vecuronium,DB01339,Vecuronium,6432,exact normalized-name fallback,exact-name match
DDInter1923,Vedolizumab,DB09033,Vedolizumab,6205,exact normalized-name fallback,exact-name match
DDInter1924,Velpatasvir,DB11613,Velpatasvir,4438,exact normalized-name fallback,exact-name match
DDInter1925,Vemurafenib,DB08881,Vemurafenib,3188,exact normalized-name fallback,exact-name match
DDInter1926,Venetoclax,DB11581,Venetoclax,4437,exact normalized-name fallback,exact-name match
DDInter1927,Venlafaxine,DB00285,Venlafaxine,3870,exact normalized-name fallback,exact-name match
DDInter1928,Verapamil,DB00661,Verapamil,2995,exact normalized-name fallback,exact-name match
DDInter1929,Verteporfin,DB00460,Verteporfin,9176,exact normalized-name fallback,exact-name match
DDInter193,Berotralstat,,,,none,unmapped
DDInter1930,Vibegron,DB14895,Vibegron,4529,exact normalized-name fallback,exact-name match
DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,DB14443,Vibrio cholerae CVD 103-HgR strain live antigen,9730,exact normalized-name fallback,exact-name match
DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),,,,none,unmapped
DDInter1933,Vigabatrin,DB01080,Vigabatrin,4565,exact normalized-name fallback,exact-name match
DDInter1934,Vilanterol,DB09082,Vilanterol,4397,exact normalized-name fallback,exact-name match
DDInter1935,Vilazodone,DB06684,Vilazodone,3992,exact normalized-name fallback,exact-name match
DDInter1936,Vinblastine,DB00570,Vinblastine,3890,exact normalized-name fallback,exact-name match
DDInter1937,Vincristine,DB00541,Vincristine,3738,exact normalized-name fallback,exact-name match
DDInter1938,Vincristine (liposome),,,,none,unmapped
DDInter1939,Vinorelbine,DB00361,Vinorelbine,3875,exact normalized-name fallback,exact-name match
DDInter194,Beta carotene,DB06755,Beta carotene,2836,exact normalized-name fallback,exact-name match
DDInter1940,Vismodegib,DB08828,Vismodegib,3184,exact normalized-name fallback,exact-name match
DDInter1941,Vitamin A,DB00162,Vitamin A,2835,exact normalized-name fallback,exact-name match
DDInter1942,Vitamin D,DB11094,Vitamin D,3488,exact normalized-name fallback,exact-name match
DDInter1943,Vitamin E,DB00163,Vitamin E,2837,exact normalized-name fallback,exact-name match
DDInter1944,Von Willebrand Factor Human,DB13133,Von Willebrand Factor Human,4686,exact normalized-name fallback,exact-name match
DDInter1945,Vorapaxar,DB09030,Vorapaxar,4393,exact normalized-name fallback,exact-name match
DDInter1946,Voriconazole,DB00582,Voriconazole,3385,exact normalized-name fallback,exact-name match
DDInter1947,Vorinostat,DB02546,Vorinostat,7742,exact normalized-name fallback,exact-name match
DDInter1948,Vortioxetine,DB09068,Vortioxetine,3818,exact normalized-name fallback,exact-name match
DDInter1949,Voxelotor,DB14975,Voxelotor,4530,exact normalized-name fallback,exact-name match
DDInter195,Betamethasone,DB00443,Betamethasone,2802,exact normalized-name fallback,exact-name match
DDInter1950,Voxilaprevir,DB12026,Voxilaprevir,4175,exact normalized-name fallback,exact-name match
DDInter1951,Warfarin,DB00682,Warfarin,2999,exact normalized-name fallback,exact-name match
DDInter1952,Xylometazoline (nasal),,,,none,unmapped
DDInter1953,Yellow Fever Vaccine,DB10805,Yellow Fever Vaccine,9670,exact normalized-name fallback,exact-name match
DDInter1954,Yohimbine,DB01392,Yohimbine,3947,exact normalized-name fallback,exact-name match
DDInter1955,Zafirlukast,DB00549,Zafirlukast,3384,exact normalized-name fallback,exact-name match
DDInter1956,Zalcitabine,DB00943,Zalcitabine,3047,exact normalized-name fallback,exact-name match
DDInter1957,Zaleplon,DB00962,Zaleplon,3765,exact normalized-name fallback,exact-name match
DDInter1958,Zanamivir,DB00558,Zanamivir,8230,exact normalized-name fallback,exact-name match
DDInter1959,Zanubrutinib,DB15035,Zanubrutinib,4531,exact normalized-name fallback,exact-name match
DDInter196,Betamethasone (topical),,,,none,unmapped
DDInter1960,Ziconotide,DB06283,Ziconotide,5811,exact normalized-name fallback,exact-name match
DDInter1961,Zidovudine,DB00495,Zidovudine,2964,exact normalized-name fallback,exact-name match
DDInter1962,Zileuton,DB00744,Zileuton,3009,exact normalized-name fallback,exact-name match
DDInter1963,Zinc acetate,DB14487,Zinc acetate,3463,exact normalized-name fallback,exact-name match
DDInter1964,Zinc chloride,DB14533,Zinc chloride,3273,exact normalized-name fallback,exact-name match
DDInter1965,Zinc gluconate,DB11248,Zinc gluconate,9089,exact normalized-name fallback,exact-name match
DDInter1966,Zinc sulfate,DB09322,Zinc sulfate,3534,exact normalized-name fallback,exact-name match
DDInter1967,Ziprasidone,DB00246,Ziprasidone,2923,exact normalized-name fallback,exact-name match
DDInter1968,Zoledronic acid,DB00399,Zoledronic acid,6511,exact normalized-name fallback,exact-name match
DDInter1969,Zolmitriptan,DB00315,Zolmitriptan,3680,exact normalized-name fallback,exact-name match
DDInter197,Betaxolol,DB00195,Betaxolol,3862,exact normalized-name fallback,exact-name match
DDInter1970,Zolpidem,DB00425,Zolpidem,3882,exact normalized-name fallback,exact-name match
DDInter1971,Zonisamide,DB00909,Zonisamide,3762,exact normalized-name fallback,exact-name match
DDInter1972,Zopiclone,DB01198,Zopiclone,3392,exact normalized-name fallback,exact-name match
DDInter198,Betaxolol (ophthalmic),,,,none,unmapped
DDInter199,Bethanechol,DB01019,Bethanechol,4851,exact normalized-name fallback,exact-name match
DDInter2,Abaloparatide,DB05084,Abaloparatide,8444,exact normalized-name fallback,exact-name match
DDInter20,Acetylsalicylic acid,DB00945,Acetylsalicylic acid,4564,exact normalized-name fallback,exact-name match
DDInter200,Betrixaban,DB12364,Betrixaban,3403,exact normalized-name fallback,exact-name match
DDInter201,Bevacizumab,DB00112,Bevacizumab,5293,exact normalized-name fallback,exact-name match
DDInter202,Bexarotene,DB00307,Bexarotene,4211,exact normalized-name fallback,exact-name match
DDInter203,Bexarotene (topical),,,,none,unmapped
DDInter204,Bicalutamide,DB01128,Bicalutamide,3926,exact normalized-name fallback,exact-name match
DDInter205,Bictegravir,DB11799,Bictegravir,4447,exact normalized-name fallback,exact-name match
DDInter206,Bifidobacterium longum infantis,,,,none,unmapped
DDInter207,Bimatoprost,DB00905,Bimatoprost,3761,exact normalized-name fallback,exact-name match
DDInter21,Acitretin,DB00459,Acitretin,2957,exact normalized-name fallback,exact-name match
DDInter210,Binimetinib,DB11967,Binimetinib,4174,exact normalized-name fallback,exact-name match
DDInter211,Biperiden,DB00810,Biperiden,3907,exact normalized-name fallback,exact-name match
DDInter212,Bisacodyl,DB09020,Bisacodyl,9140,exact normalized-name fallback,exact-name match
DDInter213,Bismuth subcitrate potassium,DB09275,Bismuth subcitrate potassium,10289,exact normalized-name fallback,exact-name match
DDInter214,Bismuth subgallate,DB13909,Bismuth subgallate,3257,exact normalized-name fallback,exact-name match
DDInter215,Bismuth subsalicylate,DB01294,Bismuth subsalicylate,2898,exact normalized-name fallback,exact-name match
DDInter216,Bisoprolol,DB00612,Bisoprolol,4234,exact normalized-name fallback,exact-name match
DDInter217,Bivalirudin,DB00006,Bivalirudin,3553,exact normalized-name fallback,exact-name match
DDInter219,Bleomycin,DB00290,Bleomycin,4676,exact normalized-name fallback,exact-name match
DDInter22,Aclidinium,DB08897,Aclidinium,3656,exact normalized-name fallback,exact-name match
DDInter220,Blinatumomab,DB09052,Blinatumomab,8403,exact normalized-name fallback,exact-name match
DDInter221,Boceprevir,DB08873,Boceprevir,3811,exact normalized-name fallback,exact-name match
DDInter222,Bortezomib,DB00188,Bortezomib,3860,exact normalized-name fallback,exact-name match
DDInter223,Bosentan,DB00559,Bosentan,4229,exact normalized-name fallback,exact-name match
DDInter224,Bosutinib,DB06616,Bosutinib,4355,exact normalized-name fallback,exact-name match
DDInter225,Botulinum toxin type A,DB00083,Botulinum toxin type A,5891,exact normalized-name fallback,exact-name match
DDInter226,Botulinum Toxin Type B,DB00042,Botulinum Toxin Type B,7982,exact normalized-name fallback,exact-name match
DDInter227,Bremelanotide,DB11653,Bremelanotide,6671,exact normalized-name fallback,exact-name match
DDInter228,Brentuximab vedotin,DB08870,Brentuximab vedotin,4377,exact normalized-name fallback,exact-name match
DDInter229,Bretylium,DB01158,Bretylium,6410,exact normalized-name fallback,exact-name match
DDInter23,Acrivastine,DB09488,Acrivastine,6041,exact normalized-name fallback,exact-name match
DDInter230,Brexanolone,DB11859,Brexanolone,3518,exact normalized-name fallback,exact-name match
DDInter231,Brexpiprazole,DB09128,Brexpiprazole,4015,exact normalized-name fallback,exact-name match
DDInter232,Brexucabtagene autoleucel,,,,none,unmapped
DDInter233,Brigatinib,DB12267,Brigatinib,4466,exact normalized-name fallback,exact-name match
DDInter234,Brimonidine,DB00484,Brimonidine,4632,exact normalized-name fallback,exact-name match
DDInter235,Brimonidine (ophthalmic),,,,none,unmapped
DDInter236,Brimonidine (topical),,,,none,unmapped
DDInter237,Brinzolamide,DB01194,Brinzolamide,4274,exact normalized-name fallback,exact-name match
DDInter238,Brinzolamide (ophthalmic),,,,none,unmapped
DDInter239,Brivaracetam,DB05541,Brivaracetam,4334,exact normalized-name fallback,exact-name match
DDInter24,Activated charcoal,DB09278,Activated charcoal,10562,exact normalized-name fallback,exact-name match
DDInter240,Brodalumab,DB11776,Brodalumab,9224,exact normalized-name fallback,exact-name match
DDInter241,Bromfenac,DB00963,Bromfenac,3452,exact normalized-name fallback,exact-name match
DDInter242,Bromfenac (ophthalmic),,,,none,unmapped
DDInter243,Bromocriptine,DB01200,Bromocriptine,4276,exact normalized-name fallback,exact-name match
DDInter244,Bromotheophylline,DB14018,Bromotheophylline,4189,exact normalized-name fallback,exact-name match
DDInter245,Brompheniramine,DB00835,Brompheniramine,4849,exact normalized-name fallback,exact-name match
DDInter246,Budesonide,DB01222,Budesonide,2817,exact normalized-name fallback,exact-name match
DDInter247,Budesonide (nasal),,,,none,unmapped
DDInter248,Bumetanide,DB00887,Bumetanide,3451,exact normalized-name fallback,exact-name match
DDInter249,Bupivacaine,DB00297,Bupivacaine,3871,exact normalized-name fallback,exact-name match
DDInter25,Acyclovir,DB00787,Acyclovir,3020,exact normalized-name fallback,exact-name match
DDInter250,Bupivacaine (liposome),,,,none,unmapped
DDInter251,Buprenorphine,DB00921,Buprenorphine,3764,exact normalized-name fallback,exact-name match
DDInter252,Bupropion,DB01156,Bupropion,3327,exact normalized-name fallback,exact-name match
DDInter253,Burosumab,DB14012,Burosumab,9414,exact normalized-name fallback,exact-name match
DDInter254,Buspirone,DB00490,Buspirone,2963,exact normalized-name fallback,exact-name match
DDInter255,Busulfan,DB01008,Busulfan,3521,exact normalized-name fallback,exact-name match
DDInter256,Butabarbital,DB00237,Butabarbital,2920,exact normalized-name fallback,exact-name match
DDInter257,Butalbital,DB00241,Butalbital,5845,exact normalized-name fallback,exact-name match
DDInter258,Butorphanol,DB00611,Butorphanol,5932,exact normalized-name fallback,exact-name match
DDInter259,Cabazitaxel,DB06772,Cabazitaxel,3808,exact normalized-name fallback,exact-name match
DDInter26,Acyclovir (topical),,,,none,unmapped
DDInter260,Cabergoline,DB00248,Cabergoline,4207,exact normalized-name fallback,exact-name match
DDInter261,Cabotegravir,DB11751,Cabotegravir,9052,exact normalized-name fallback,exact-name match
DDInter262,Cabozantinib,DB08875,Cabozantinib,4379,exact normalized-name fallback,exact-name match
DDInter263,Caffeine,DB00201,Caffeine,3566,exact normalized-name fallback,exact-name match
DDInter264,Calaspargase pegol,DB14730,Calaspargase pegol,10243,exact normalized-name fallback,exact-name match
DDInter265,Calcifediol,DB00146,Calcifediol,3487,exact normalized-name fallback,exact-name match
DDInter266,Calcipotriol,DB02300,Calcipotriol,3558,exact normalized-name fallback,exact-name match
DDInter267,Calcipotriol (topical),,,,none,unmapped
DDInter268,Calcitriol,DB00136,Calcitriol,3342,exact normalized-name fallback,exact-name match
DDInter269,Calcitriol (topical),,,,none,unmapped
DDInter27,Adalimumab,DB00051,Adalimumab,6367,exact normalized-name fallback,exact-name match
DDInter270,Calcium acetate,DB00258,Calcium acetate,9188,exact normalized-name fallback,exact-name match
DDInter271,Calcium carbonate,DB06724,Calcium carbonate,9286,exact normalized-name fallback,exact-name match
DDInter272,Calcium chloride,DB01164,Calcium chloride,6770,exact normalized-name fallback,exact-name match
DDInter273,Calcium citrate,DB11093,Calcium citrate,3219,exact normalized-name fallback,exact-name match
DDInter274,Calcium glubionate anhydrous,DB13142,Calcium glubionate anhydrous,10277,exact normalized-name fallback,exact-name match
DDInter275,Calcium glucoheptonate,DB00326,Calcium glucoheptonate,9202,exact normalized-name fallback,exact-name match
DDInter276,Calcium gluconate,DB11126,Calcium gluconate,9094,exact normalized-name fallback,exact-name match
DDInter277,Calcium glycerophosphate,,,,none,unmapped
DDInter278,Calcium lactate,DB13231,Calcium lactate,9179,exact normalized-name fallback,exact-name match
DDInter279,Calcium Phosphate,DB11348,Calcium Phosphate,3224,exact normalized-name fallback,exact-name match
DDInter28,Adapalene,DB00210,Adapalene,5059,exact normalized-name fallback,exact-name match
DDInter280,Canagliflozin,DB08907,Canagliflozin,3334,exact normalized-name fallback,exact-name match
DDInter281,Canakinumab,DB06168,Canakinumab,7199,exact normalized-name fallback,exact-name match
DDInter282,Candida albicans,,,,none,unmapped
DDInter283,Cangrelor,DB06441,Cangrelor,5117,exact normalized-name fallback,exact-name match
DDInter284,Cannabidiol,DB09061,Cannabidiol,3439,exact normalized-name fallback,exact-name match
DDInter285,Capecitabine,DB01101,Capecitabine,3541,exact normalized-name fallback,exact-name match
DDInter286,Caplacizumab,DB06081,Caplacizumab,7193,exact normalized-name fallback,exact-name match
DDInter287,Capmatinib,DB11791,Capmatinib,4171,exact normalized-name fallback,exact-name match
DDInter288,Capreomycin,DB00314,Capreomycin,9211,exact normalized-name fallback,exact-name match
DDInter289,Capromab pendetide,DB00089,Capromab pendetide,6186,exact normalized-name fallback,exact-name match
DDInter29,Adapalene (topical),,,,none,unmapped
DDInter291,Capsicum,,,,none,unmapped
DDInter292,Captopril,DB01197,Captopril,3100,exact normalized-name fallback,exact-name match
DDInter293,Carbamazepine,DB00564,Carbamazepine,3739,exact normalized-name fallback,exact-name match
DDInter294,Carbamoylcholine (ophthalmic),,,,none,unmapped
DDInter295,Carbenicillin,DB00578,Carbenicillin,3503,exact normalized-name fallback,exact-name match
DDInter297,Carbinoxamine,DB00748,Carbinoxamine,6016,exact normalized-name fallback,exact-name match
DDInter298,Carboplatin,DB00958,Carboplatin,3520,exact normalized-name fallback,exact-name match
DDInter299,Carfilzomib,DB08889,Carfilzomib,8064,exact normalized-name fallback,exact-name match
DDInter3,Abametapir (topical),,,,none,unmapped
DDInter30,Adefovir dipivoxil,DB00718,Adefovir dipivoxil,4600,exact normalized-name fallback,exact-name match
DDInter300,Cariprazine,DB06016,Cariprazine,3977,exact normalized-name fallback,exact-name match
DDInter301,Carisoprodol,DB00395,Carisoprodol,4615,exact normalized-name fallback,exact-name match
DDInter302,Carmustine,DB00262,Carmustine,6307,exact normalized-name fallback,exact-name match
DDInter303,Carteolol,DB00521,Carteolol,3888,exact normalized-name fallback,exact-name match
DDInter304,Carteolol (ophthalmic),,,,none,unmapped
DDInter305,Carvedilol,DB01136,Carvedilol,3091,exact normalized-name fallback,exact-name match
DDInter306,Caspofungin,DB00520,Caspofungin,4226,exact normalized-name fallback,exact-name match
DDInter307,Castor oil,DB11113,Castor oil,8085,exact normalized-name fallback,exact-name match
DDInter308,Cedazuridine,,,,none,unmapped
DDInter309,Cefaclor,DB00833,Cefaclor,3556,exact normalized-name fallback,exact-name match
DDInter31,Adenosine,DB00640,Adenosine,3701,exact normalized-name fallback,exact-name match
DDInter310,Cefadroxil,DB01140,Cefadroxil,8990,exact normalized-name fallback,exact-name match
DDInter311,Cefalotin,DB00456,Cefalotin,2955,exact normalized-name fallback,exact-name match
DDInter312,Cefamandole,DB01326,Cefamandole,9018,exact normalized-name fallback,exact-name match
DDInter313,Cefapirin,DB01139,Cefapirin,9264,exact normalized-name fallback,exact-name match
DDInter314,Cefazolin,DB01327,Cefazolin,3115,exact normalized-name fallback,exact-name match
DDInter315,Cefdinir,DB00535,Cefdinir,7357,exact normalized-name fallback,exact-name match
DDInter316,Cefditoren,DB01066,Cefditoren,9439,exact normalized-name fallback,exact-name match
DDInter317,Cefepime,DB01413,Cefepime,8991,exact normalized-name fallback,exact-name match
DDInter318,Cefiderocol,,,,none,unmapped
DDInter319,Cefixime,DB00671,Cefixime,8987,exact normalized-name fallback,exact-name match
DDInter32,Afatinib,DB08916,Afatinib,6139,exact normalized-name fallback,exact-name match
DDInter320,Cefmetazole,DB00274,Cefmetazole,2928,exact normalized-name fallback,exact-name match
DDInter321,Cefonicid,DB01328,Cefonicid,3116,exact normalized-name fallback,exact-name match
DDInter322,Cefoperazone,DB01329,Cefoperazone,3117,exact normalized-name fallback,exact-name match
DDInter323,Cefotaxime,DB00493,Cefotaxime,6159,exact normalized-name fallback,exact-name match
DDInter324,Cefotetan,DB01330,Cefotetan,3118,exact normalized-name fallback,exact-name match
DDInter325,Cefoxitin,DB01331,Cefoxitin,9197,exact normalized-name fallback,exact-name match
DDInter326,Cefpodoxime,DB01416,Cefpodoxime,9440,exact normalized-name fallback,exact-name match
DDInter327,Cefprozil,DB01150,Cefprozil,9268,exact normalized-name fallback,exact-name match
DDInter328,Cefradine,DB01333,Cefradine,4287,exact normalized-name fallback,exact-name match
DDInter329,Ceftaroline fosamil,DB06590,Ceftaroline fosamil,9453,exact normalized-name fallback,exact-name match
DDInter33,Aflibercept,,,,none,unmapped
DDInter330,Ceftazidime,DB00438,Ceftazidime,8986,exact normalized-name fallback,exact-name match
DDInter331,Ceftibuten,DB01415,Ceftibuten,9034,exact normalized-name fallback,exact-name match
DDInter332,Ceftizoxime,DB01332,Ceftizoxime,9033,exact normalized-name fallback,exact-name match
DDInter333,Ceftolozane,DB09050,Ceftolozane,9263,exact normalized-name fallback,exact-name match
DDInter334,Ceftriaxone,DB01212,Ceftriaxone,3101,exact normalized-name fallback,exact-name match
DDInter335,Cefuroxime,DB01112,Cefuroxime,9032,exact normalized-name fallback,exact-name match
DDInter336,Celecoxib,DB00482,Celecoxib,3884,exact normalized-name fallback,exact-name match
DDInter337,Cemiplimab,DB14707,Cemiplimab,8388,exact normalized-name fallback,exact-name match
DDInter338,Cenobamate,DB06119,Cenobamate,3160,exact normalized-name fallback,exact-name match
DDInter339,Cephalexin,DB00567,Cephalexin,2978,exact normalized-name fallback,exact-name match
DDInter34,Agalsidase beta,DB00103,Agalsidase beta,9070,exact normalized-name fallback,exact-name match
DDInter340,Ceritinib,DB09063,Ceritinib,4396,exact normalized-name fallback,exact-name match
DDInter341,Cerivastatin,DB00439,Cerivastatin,3730,exact normalized-name fallback,exact-name match
DDInter342,Certolizumab pegol,DB08904,Certolizumab pegol,4670,exact normalized-name fallback,exact-name match
DDInter343,Cetirizine,DB00341,Cetirizine,6012,exact normalized-name fallback,exact-name match
DDInter344,Cetuximab,DB00002,Cetuximab,6388,exact normalized-name fallback,exact-name match
DDInter345,Cetylpyridinium (topical),,,,none,unmapped
DDInter346,Cevimeline,DB00185,Cevimeline,3858,exact normalized-name fallback,exact-name match
DDInter347,Chamomile,,,,none,unmapped
DDInter348,Chenodeoxycholic acid,DB06777,Chenodeoxycholic acid,3494,exact normalized-name fallback,exact-name match
DDInter349,Chloral hydrate,DB01563,Chloral hydrate,9126,exact normalized-name fallback,exact-name match
DDInter35,Albendazole,DB00518,Albendazole,4085,exact normalized-name fallback,exact-name match
DDInter350,Chlorambucil,DB00291,Chlorambucil,3523,exact normalized-name fallback,exact-name match
DDInter351,Chloramphenicol,DB00446,Chloramphenicol,3732,exact normalized-name fallback,exact-name match
DDInter352,Chloramphenicol (ophthalmic),,,,none,unmapped
DDInter353,Chloramphenicol (otic),,,,none,unmapped
DDInter354,Chlorcyclizine,DB08936,Chlorcyclizine,6039,exact normalized-name fallback,exact-name match
DDInter355,Chlordiazepoxide,DB00475,Chlordiazepoxide,8912,exact normalized-name fallback,exact-name match
DDInter356,Chlorhexidine,,,,none,unmapped
DDInter357,Chlormezanone,DB01178,Chlormezanone,9382,exact normalized-name fallback,exact-name match
DDInter358,Chloroprocaine,DB01161,Chloroprocaine,3639,exact normalized-name fallback,exact-name match
DDInter359,Chloroquine,DB00608,Chloroquine,2989,exact normalized-name fallback,exact-name match
DDInter36,Albiglutide,DB09043,Albiglutide,6732,exact normalized-name fallback,exact-name match
DDInter360,Chlorothiazide,DB00880,Chlorothiazide,5576,exact normalized-name fallback,exact-name match
DDInter361,Chlorphenesin,DB00856,Chlorphenesin,3449,exact normalized-name fallback,exact-name match
DDInter362,Chlorpheniramine,DB01114,Chlorpheniramine,3773,exact normalized-name fallback,exact-name match
DDInter363,Chlorpromazine,DB00477,Chlorpromazine,2961,exact normalized-name fallback,exact-name match
DDInter364,Chlorpropamide,DB00672,Chlorpropamide,3386,exact normalized-name fallback,exact-name match
DDInter365,Chlorthalidone,DB00310,Chlorthalidone,2935,exact normalized-name fallback,exact-name match
DDInter366,Chlorzoxazone,DB00356,Chlorzoxazone,3874,exact normalized-name fallback,exact-name match
DDInter367,Cholecalciferol,DB00169,Cholecalciferol,3344,exact normalized-name fallback,exact-name match
DDInter368,Cholestyramine,DB01432,Cholestyramine,9210,exact normalized-name fallback,exact-name match
DDInter369,Cholic Acid,DB02659,Cholic Acid,3361,exact normalized-name fallback,exact-name match
DDInter37,Alclometasone (topical),,,,none,unmapped
DDInter370,Choline salicylate,DB14006,Choline salicylate,3437,exact normalized-name fallback,exact-name match
