drug_node_id,drug_id,drug_name,relation,context_group,context_node_id,context_id,context_name,context_source
8365,DB07563,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",target,gene/protein,1103,1513,CTSK,NCBI
5769,DB07624,"1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",target,gene/protein,2106,3290,HSD11B1,NCBI
7886,DB08420,1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID,target,gene/protein,2603,5644,PRSS1,NCBI
7545,DB06932,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",target,gene/protein,737,5170,PDPK1,NCBI
5464,DB03541,"10-Propargyl-5,8-Dideazafolic Acid",target,gene/protein,12469,728635,DHRS4L1,NCBI
5464,DB03541,"10-Propargyl-5,8-Dideazafolic Acid",target,gene/protein,508,4835,NQO2,NCBI
5464,DB03541,"10-Propargyl-5,8-Dideazafolic Acid",target,gene/protein,927,7298,TYMS,NCBI
8817,DB08703,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one",target,gene/protein,1661,4293,MAP3K9,NCBI
8714,DB02405,12-Bromododecanoic Acid,target,gene/protein,1883,5047,PAEP,NCBI
4735,DB03704,12-Hydroxydodecanoic Acid,target,gene/protein,669,128,ADH5,NCBI
6423,DB02468,12-Phenylheme,target,gene/protein,853,3162,HMOX1,NCBI
8108,DB04376,13-Acetylphorbol,target,gene/protein,380,5580,PRKCD,NCBI
6443,DB05706,13-deoxydoxorubicin,target,gene/protein,1681,7153,TOP2A,NCBI
8692,DB01889,"16,17-Androstene-3-Ol",target,gene/protein,1403,9970,NR1I3,NCBI
7372,DB05107,16-Bromoepiandrosterone,target,gene/protein,1784,2539,G6PD,NCBI
5168,DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,target,gene/protein,101,2099,ESR1,NCBI
5168,DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,target,gene/protein,1462,10499,NCOA2,NCBI
6553,DB07702,17alpha-Estriol,target,gene/protein,385,2100,ESR2,NCBI
6553,DB07702,17alpha-Estriol,target,gene/protein,1408,57727,NCOA5,NCBI
8307,DB07311,"18-CHLORO-11,12,13,14-TETRAHYDRO-1H,10H-8,4-(AZENO)-9,15,1,3,6-BENZODIOXATRIAZACYCLOHEPTADECIN-2-ONE",target,gene/protein,33,1111,CHEK1,NCBI
7593,DB08338,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",target,gene/protein,83,1457,CSNK2A1,NCBI
7748,DB03401,"1D-myo-inositol 1,4,5-trisphosphate",target,gene/protein,2225,9266,CYTH2,NCBI
7748,DB03401,"1D-myo-inositol 1,4,5-trisphosphate",target,gene/protein,1170,29924,EPN1,NCBI
7748,DB03401,"1D-myo-inositol 1,4,5-trisphosphate",target,gene/protein,1500,3706,ITPKA,NCBI
7748,DB03401,"1D-myo-inositol 1,4,5-trisphosphate",target,gene/protein,1577,3708,ITPR1,NCBI
7748,DB03401,"1D-myo-inositol 1,4,5-trisphosphate",target,gene/protein,1718,5333,PLCD1,NCBI
7748,DB03401,"1D-myo-inositol 1,4,5-trisphosphate",target,gene/protein,1566,5962,RDX,NCBI
7748,DB03401,"1D-myo-inositol 1,4,5-trisphosphate",target,gene/protein,498,6711,SPTBN1,NCBI
8910,DB05121,1D09C3,target,gene/protein,979,3122,HLA-DRA,NCBI
8910,DB05121,1D09C3,target,gene/protein,1698,3123,HLA-DRB1,NCBI
8910,DB05121,1D09C3,target,gene/protein,2134,3125,HLA-DRB3,NCBI
8910,DB05121,1D09C3,target,gene/protein,2688,3126,HLA-DRB4,NCBI
8910,DB05121,1D09C3,target,gene/protein,1906,3127,HLA-DRB5,NCBI
6936,DB03028,1h-Benoximidazole-2-Carboxylic Acid,target,gene/protein,967,1509,CTSD,NCBI
8217,DB02569,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",target,gene/protein,443,4830,NME1,NCBI
8857,DB02189,"2',3'-Dideoxyadenosine triphosphate",target,gene/protein,1654,1791,DNTT,NCBI
7610,DB03150,"2',3'-Dideoxythymidine-5'-Monophosphate",target,gene/protein,2760,1841,DTYMK,NCBI
8222,DB04068,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",target,gene/protein,443,4830,NME1,NCBI
2868,DB07047,"2',4'-DICHLORO-4-HYDROXY-1,1'-BIPHENYL-3-CARBOXYLIC ACID",carrier,gene/protein,34,7276,TTR,NCBI
8519,DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",target,gene/protein,2039,108,ADCY2,NCBI
8519,DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",target,gene/protein,2345,111,ADCY5,NCBI
2867,DB06935,"2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",carrier,gene/protein,34,7276,TTR,NCBI
6399,DB04477,"2'-Deoxy-2'-[(3,5-dimethoxybenzoyl)amino]-N-[(1R)-1,2,3,4-tetrahydro-1-naphthalenyl]adenosine",target,gene/protein,283,26330,GAPDHS,NCBI
4589,DB02594,2'-Deoxycytidine,enzyme,gene/protein,1053,1633,DCK,NCBI
4589,DB02594,2'-Deoxycytidine,target,gene/protein,1053,1633,DCK,NCBI
4589,DB02594,2'-Deoxycytidine,target,gene/protein,1468,7084,TK2,NCBI
8221,DB03491,2'-Deoxyguanosine-5'-Diphosphate,target,gene/protein,443,4830,NME1,NCBI
8215,DB02181,2'-Deoxyguanosine-5'-Triphosphate,target,gene/protein,443,4830,NME1,NCBI
7935,DB03448,2'-Deoxyuridine 3'-Monophosphate,target,gene/protein,2445,6035,RNASE1,NCBI
7935,DB03448,2'-Deoxyuridine 3'-Monophosphate,target,gene/protein,2392,6038,RNASE4,NCBI
8246,DB02363,2'-Monophosphoadenosine-5'-Diphosphate,target,gene/protein,2445,6035,RNASE1,NCBI
8284,DB03478,2'-O-Acetyl Adenosine-5-Diphosphoribose,target,gene/protein,547,23408,SIRT5,NCBI
8257,DB03765,2'-cytidylic acid,target,gene/protein,2445,6035,RNASE1,NCBI
8696,DB08237,2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),target,gene/protein,1812,51426,POLK,NCBI
8247,DB02573,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",target,gene/protein,2445,6035,RNASE1,NCBI
8251,DB03155,2'-fluoro-2'-deoxyuridine 3'-monophosphate,target,gene/protein,2445,6035,RNASE1,NCBI
5615,DB01983,2(S)-Amino-6-Boronohexanoic Acid,target,gene/protein,1382,383,ARG1,NCBI
8298,DB07034,"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",target,gene/protein,33,1111,CHEK1,NCBI
8457,DB08613,"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",target,gene/protein,603,9759,HDAC4,NCBI
7363,DB02710,"2,3,-Dihydroxybenzoylserine",target,gene/protein,285,3934,LCN2,NCBI
6071,DB01711,"2,3,4,5,6-Pentafluorobenzyl Alcohol",target,gene/protein,2636,126,ADH1C,NCBI
7666,DB01827,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",target,gene/protein,76,3958,LGALS3,NCBI
6607,DB07598,"2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE",target,gene/protein,353,2891,GRIA2,NCBI
7003,DB07354,"2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM",target,gene/protein,471,7150,TOP1,NCBI
6659,DB07146,"2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE",target,gene/protein,204,3932,LCK,NCBI
6863,DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",target,gene/protein,618,5837,PYGM,NCBI
6081,DB04312,"2,3-Difluorobenzyl Alcohol",target,gene/protein,2636,126,ADH1C,NCBI
7361,DB01672,"2,3-Dihydroxy-Benzoic Acid",target,gene/protein,285,3934,LCN2,NCBI
7644,DB08709,"2,3-diphenyl-1H-indole-7-carboxylic acid",target,gene/protein,486,5292,PIM1,NCBI
8722,DB02532,"2,4,6-Triaminoquinazoline",target,gene/protein,12469,728635,DHRS4L1,NCBI
2853,DB02417,"2,4,6-Tribromophenol",carrier,gene/protein,34,7276,TTR,NCBI
5781,DB03125,"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium",target,gene/protein,1713,1719,DHFR,NCBI
5775,DB02104,"2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine",target,gene/protein,1713,1719,DHFR,NCBI
5751,DB07577,"2,4-Diamino-5-phenyl-6-ethylpyrimidine",target,gene/protein,927,7298,TYMS,NCBI
5547,DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",target,gene/protein,1135,4846,NOS3,NCBI
5776,DB02427,"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",target,gene/protein,1713,1719,DHFR,NCBI
5779,DB02919,"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",target,gene/protein,1713,1719,DHFR,NCBI
5785,DB03987,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",target,gene/protein,1713,1719,DHFR,NCBI
6082,DB04448,"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene",target,gene/protein,2636,126,ADH1C,NCBI
8755,DB02185,"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",target,gene/protein,12488,197021,LCTL,NCBI
8460,DB01704,"2,4-Dihydroxy-Trans Cinnamic Acid",target,gene/protein,2094,1504,CTRB1,NCBI
8116,DB02778,"2,5-Anhydroglucitol-1,6-Biphosphate",target,gene/protein,1671,2203,FBP1,NCBI
8122,DB07312,"2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE",target,gene/protein,1671,2203,FBP1,NCBI
8123,DB07321,"2,5-DICHLORO-N-[5-METHOXY-7-(6-METHOXYPYRIDIN-3-YL)-1,3-BENZOXAZOL-2-YL]BENZENESULFONAMIDE",target,gene/protein,1671,2203,FBP1,NCBI
6063,DB13940,"2,5-Dimethoxy-4-ethylthioamphetamine",target,gene/protein,902,3356,HTR2A,NCBI
6063,DB13940,"2,5-Dimethoxy-4-ethylthioamphetamine",target,gene/protein,238,3358,HTR2C,NCBI
7876,DB04792,"2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL",target,gene/protein,2603,5644,PRSS1,NCBI
7874,DB04790,"2,5-bis-O-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-D-glucitol",target,gene/protein,2603,5644,PRSS1,NCBI
8705,DB04638,"2,5-di-tert-butylhydroquinone",target,gene/protein,1956,487,ATP2A1,NCBI
2874,DB07694,"2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide",carrier,gene/protein,34,7276,TTR,NCBI
8059,DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",target,gene/protein,39,5499,PPP1CA,NCBI
8059,DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",target,gene/protein,282,5515,PPP2CA,NCBI
8059,DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",target,gene/protein,337,5518,PPP2R1A,NCBI
8059,DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",target,gene/protein,1077,5520,PPP2R2A,NCBI
8059,DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",target,gene/protein,1528,5527,PPP2R5C,NCBI
5508,DB02222,"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",target,gene/protein,266,4860,PNP,NCBI
8229,DB03988,"2,6-Diamino-Hexanoic Acid Amide",target,gene/protein,2031,116,ADCYAP1,NCBI
5698,DB03270,"2,6-Difluorobenzenesulfonamide",target,gene/protein,2213,760,CA2,NCBI
2881,DB08101,"2,6-dibromo-4-[(E)-2-phenylethenyl]phenol",carrier,gene/protein,34,7276,TTR,NCBI
2883,DB08103,"2,6-dibromo-4-phenoxyphenol",carrier,gene/protein,34,7276,TTR,NCBI
5210,DB08262,"2,6-dicarboxynaphthalene",target,gene/protein,1057,3040,HBA2,NCBI
5210,DB08262,"2,6-dicarboxynaphthalene",target,gene/protein,305,3043,HBB,NCBI
2880,DB08100,"2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol",carrier,gene/protein,34,7276,TTR,NCBI
8887,DB02681,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",target,gene/protein,299,1163,CKS1B,NCBI
7657,DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,target,gene/protein,1726,5293,PIK3CD,NCBI
7657,DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,target,gene/protein,450,5294,PIK3CG,NCBI
7217,DB07014,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",target,gene/protein,11,2932,GSK3B,NCBI
5734,DB08083,"2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide",target,gene/protein,2213,760,CA2,NCBI
7548,DB07300,"2-(1H-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine",target,gene/protein,737,5170,PDPK1,NCBI
7057,DB08065,2-(1H-pyrazol-3-yl)-1H-benzimidazole,target,gene/protein,18,6790,AURKA,NCBI
7452,DB08443,"2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",target,gene/protein,549,3320,HSP90AA1,NCBI
2866,DB06907,"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID",carrier,gene/protein,34,7276,TTR,NCBI
7137,DB08097,"2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE",target,gene/protein,53,1432,MAPK14,NCBI
5771,DB08277,"2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE",target,gene/protein,2106,3290,HSD11B1,NCBI
8527,DB06901,2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL,target,gene/protein,11587,63036,CELA2A,NCBI
7713,DB02371,"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid",target,gene/protein,1889,716,C1S,NCBI
6785,DB01905,2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine,target,gene/protein,1285,5328,PLAU,NCBI
6785,DB01905,2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine,target,gene/protein,2603,5644,PRSS1,NCBI
7834,DB02463,2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,target,gene/protein,2603,5644,PRSS1,NCBI
7885,DB08184,2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,target,gene/protein,2603,5644,PRSS1,NCBI
7879,DB06918,2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE,target,gene/protein,2603,5644,PRSS1,NCBI
6313,DB07393,"2-(2-PHENYL-3-PYRIDIN-2-YL-4,5,6,7-TETRAHYDRO-2H-ISOPHOSPHINDOL-1-YL)PYRIDINE",target,gene/protein,2399,2936,GSR,NCBI
7673,DB08358,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",target,gene/protein,1026,9261,MAPKAPK2,NCBI
7673,DB08358,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",target,gene/protein,957,7867,MAPKAPK3,NCBI
4874,DB02287,2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,target,gene/protein,9,2147,F2,NCBI
4874,DB02287,2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,target,gene/protein,1285,5328,PLAU,NCBI
4874,DB02287,2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,target,gene/protein,2603,5644,PRSS1,NCBI
7415,DB08643,2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,target,gene/protein,1815,4314,MMP3,NCBI
8209,DB03556,"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400",target,gene/protein,2006,873,CBR1,NCBI
7502,DB01897,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,target,gene/protein,2231,27306,HPGDS,NCBI
7808,DB04010,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,target,gene/protein,156,142,PARP1,NCBI
7263,DB07024,"2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE",target,gene/protein,14,1017,CDK2,NCBI
2887,DB08207,"2-(3,5-DIMETHYLPHENYL)-1,3-BENZOXAZOLE",carrier,gene/protein,34,7276,TTR,NCBI
6474,DB08449,"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",target,gene/protein,2511,231,AKR1B1,NCBI
7501,DB08465,"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",target,gene/protein,68,3326,HSP90AB1,NCBI
7501,DB08465,"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",target,gene/protein,1030,7184,HSP90B1,NCBI
8235,DB04723,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,target,gene/protein,12377,1360,CPB1,NCBI
7880,DB06923,2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,target,gene/protein,2603,5644,PRSS1,NCBI
7290,DB07618,"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE",target,gene/protein,14,1017,CDK2,NCBI
6652,DB08192,2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE,target,gene/protein,331,6714,SRC,NCBI
8818,DB08784,2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID,target,gene/protein,2593,57407,NMRAL1,NCBI
7597,DB08354,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",target,gene/protein,83,1457,CSNK2A1,NCBI
7806,DB03509,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,target,gene/protein,156,142,PARP1,NCBI
7598,DB08360,"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",target,gene/protein,83,1457,CSNK2A1,NCBI
8194,DB08294,2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID,target,gene/protein,1760,3500,IGHG1,NCBI
8194,DB08294,2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID,target,gene/protein,12505,28474,IGHV1-2,NCBI
5803,DB07207,2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,target,gene/protein,1807,2152,F3,NCBI
5803,DB07207,2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,target,gene/protein,1173,2155,F7,NCBI
6546,DB07032,2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL,target,gene/protein,385,2100,ESR2,NCBI
6832,DB06997,"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",target,gene/protein,23,4233,MET,NCBI
5191,DB08773,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,target,gene/protein,101,2099,ESR1,NCBI
5191,DB08773,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,target,gene/protein,1462,10499,NCOA2,NCBI
4924,DB07277,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,target,gene/protein,583,2159,F10,NCBI
4924,DB07277,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,target,gene/protein,9,2147,F2,NCBI
6545,DB07009,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",target,gene/protein,385,2100,ESR2,NCBI
6545,DB07009,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",target,gene/protein,143,8648,NCOA1,NCBI
4940,DB07550,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE",target,gene/protein,9,2147,F2,NCBI
4939,DB07549,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-3-METHYL-6-PYRIDINYL)METHYL]ACETAMIDE",target,gene/protein,9,2147,F2,NCBI
4938,DB07548,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-6-PYRIDINYL)METHYL]ACETAMIDE",target,gene/protein,9,2147,F2,NCBI
8786,DB08326,"2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE",target,gene/protein,12420,23205,ACSBG1,NCBI
8639,DB07267,2-(6-methylpyridin-2-yl)-N-pyridin-4-ylquinazolin-4-amine,target,gene/protein,192,7046,TGFBR1,NCBI
5765,DB07056,"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide",target,gene/protein,2106,3290,HSD11B1,NCBI
7208,DB03539,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,target,gene/protein,2491,1118,CHIT1,NCBI
6851,DB03133,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole",target,gene/protein,618,5837,PYGM,NCBI
6853,DB03250,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole",target,gene/protein,618,5837,PYGM,NCBI
6855,DB03354,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",target,gene/protein,618,5837,PYGM,NCBI
7519,DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",target,gene/protein,2631,4317,MMP8,NCBI
6471,DB08000,"2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE",target,gene/protein,2511,231,AKR1B1,NCBI
7596,DB08353,"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",target,gene/protein,83,1457,CSNK2A1,NCBI
7142,DB08395,2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE,target,gene/protein,53,1432,MAPK14,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,1911,43,ACHE,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,1769,403,ARL3,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,1626,435,ASL,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,273,2683,B4GALT1,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,93,590,BCHE,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,2676,1215,CMA1,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,409,2950,GSTP1,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,2106,3290,HSD11B1,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,2178,56269,IRGC,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,1386,26013,L3MBTL1,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,1803,9588,PRDX6,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,2268,5860,QDPR,NCBI
5534,DB03814,2-(N-morpholino)ethanesulfonic acid,target,gene/protein,2597,653509,SFTPA1,NCBI
6244,DB03670,"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid",target,gene/protein,531,5770,PTPN1,NCBI
6238,DB03102,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",target,gene/protein,531,5770,PTPN1,NCBI
